sample_delay_us,air_paired_mV,spanner_mV,air_earlier_mV
1.533000000000000007e+01,-1.433669999999999511e+01,1.970782168674698553e+01,-1.365399999999999991e+01
1.533999999999999986e+01,-1.436137590361445149e+01,1.973249759036144368e+01,-1.365399999999999991e+01
1.534999999999999964e+01,-1.443540361445782594e+01,1.941993614457831541e+01,-1.433669999999999867e+01
1.535999999999999943e+01,-1.444362891566264828e+01,1.942816144578313597e+01,-1.433669999999999867e+01
1.536999999999999922e+01,-1.439427710843372488e+01,1.923897951807229489e+01,-1.365399999999999991e+01
1.537999999999999901e+01,-1.442717831325300004e+01,1.929655662650602821e+01,-1.365399999999999991e+01
1.539000000000000057e+01,-1.432847469879517632e+01,1.909914939759035235e+01,-1.433669999999999867e+01
1.540000000000000036e+01,-1.438605180722891141e+01,1.909092409638553889e+01,-1.433669999999999867e+01
1.541000000000000014e+01,-1.446007951807229119e+01,1.890174216867470847e+01,-1.501939999999999920e+01
1.541999999999999993e+01,-1.450120602409638693e+01,1.886061566265061273e+01,-1.433669999999999867e+01
1.542999999999999972e+01,-1.443540361445782594e+01,1.879481325301204464e+01,-1.433669999999999867e+01
1.543999999999999950e+01,-1.441895301204818658e+01,1.881948915662650990e+01,-1.433669999999999867e+01
1.544999999999999929e+01,-1.438605180722890786e+01,1.856450481927711493e+01,-1.365399999999999991e+01
1.545999999999999908e+01,-1.441072771084337489e+01,1.851515301204819863e+01,-1.365399999999999991e+01
1.547000000000000064e+01,-1.441072771084336601e+01,1.852337831325301210e+01,-1.433669999999999867e+01
1.548000000000000043e+01,-1.439427710843372843e+01,1.852337831325301565e+01,-1.433669999999999867e+01
1.549000000000000021e+01,-2.359838915662652425e+01,9.311040963855420571e+00,-2.457719999999999771e+01
1.550000000000000000e+01,-2.935609999999998720e+01,2.253732530120480693e+00,-3.140419999999999945e+01
1.550999999999999979e+01,-8.644791566265059402e+00,2.318712409638554917e+01,-7.509699999999999598e+00
1.551999999999999957e+01,5.560303614457826171e+00,3.610084698795180458e+01,1.160589999999999833e+01
1.552999999999999936e+01,-9.031380722891565682e+00,2.942190240963855885e+01,-7.509699999999999598e+00
1.554000000000000092e+01,-1.114528313253011937e+01,2.208493373493974943e+01,-1.024049999999999905e+01
1.555000000000000071e+01,-2.290746385542168539e+01,6.506213253012050224e+00,-2.730799999999999983e+01
1.556000000000000050e+01,-1.786535421686746972e+01,1.262583734939759061e+01,-2.048099999999999810e+01
1.557000000000000028e+01,-9.228787951807227330e+00,2.478283253012049414e+01,-6.144299999999999429e+00
1.558000000000000007e+01,-1.078336987951806414e+01,2.325292650602408173e+01,-7.509699999999999598e+00
1.558999999999999986e+01,-1.798873373493975691e+01,1.250245783132530342e+01,-1.979829999999999757e+01
1.559999999999999964e+01,-1.790648072289156190e+01,1.258471084337349666e+01,-1.979829999999999757e+01
1.560999999999999943e+01,-1.232972650602409281e+01,2.013553734939757689e+01,-1.024049999999999905e+01
1.562000000000000099e+01,-1.129333855421686827e+01,2.162431686746987225e+01,-8.192399999999999238e+00
1.563000000000000078e+01,-1.382673132530119453e+01,1.793938192771085127e+01,-1.297129999999999939e+01
1.564000000000000057e+01,-1.408171566265058949e+01,1.754456746987951732e+01,-1.297129999999999939e+01
1.565000000000000036e+01,-1.607223855421687020e+01,1.472328915662650139e+01,-1.706749999999999901e+01
1.566000000000000014e+01,-1.519213132530119559e+01,1.570210000000000861e+01,-1.638479999999999848e+01
1.566999999999999993e+01,-1.269163975903614450e+01,1.937880963855422323e+01,-1.092319999999999958e+01
1.567999999999999972e+01,-1.287259638554217744e+01,1.921430361445784030e+01,-1.092319999999999958e+01
1.568999999999999950e+01,-1.540598915662649659e+01,1.551291807228915509e+01,-1.501939999999999920e+01
1.569999999999999929e+01,-1.529083493975902819e+01,1.551291807228915509e+01,-1.501939999999999920e+01
1.571000000000000085e+01,-1.262583734939758884e+01,1.862208192771084470e+01,-1.160589999999999833e+01
1.572000000000000064e+01,-1.251068313253012043e+01,1.892641807228916306e+01,-1.160589999999999833e+01
1.573000000000000043e+01,-1.494537228915662297e+01,1.612159036144578295e+01,-1.501939999999999920e+01
1.574000000000000021e+01,-1.534018674698794982e+01,1.539776385542168491e+01,-1.570209999999999972e+01
1.575000000000000000e+01,-1.352239518072289393e+01,1.704282409638554441e+01,-1.297129999999999939e+01
1.575999999999999979e+01,-1.289727228915663026e+01,1.764327108433735702e+01,-1.228859999999999886e+01
1.576999999999999957e+01,-1.308645421686746957e+01,1.819436626506025334e+01,-1.092319999999999958e+01
1.577999999999999936e+01,-1.353884578313252618e+01,1.747876506024097409e+01,-1.228859999999999886e+01
1.579000000000000092e+01,-1.474796506024095066e+01,1.544711566265060299e+01,-1.501939999999999920e+01
1.580000000000000071e+01,-1.441072771084336246e+01,1.581725421686747168e+01,-1.433669999999999867e+01
1.581000000000000050e+01,-1.302887710843373448e+01,1.771729879518071371e+01,-1.297129999999999939e+01
1.582000000000000028e+01,-1.311935542168674829e+01,1.763504578313253290e+01,-1.228859999999999886e+01
1.583000000000000007e+01,-1.422154578313252316e+01,1.596530963855422236e+01,-1.297129999999999939e+01
1.583999999999999986e+01,-1.413929277108432991e+01,1.597353493975904115e+01,-1.297129999999999939e+01
1.584999999999999964e+01,-1.263406265060241118e+01,1.763504578313253290e+01,-1.228859999999999886e+01
1.585999999999999943e+01,-1.256826024096385908e+01,1.773374939759037261e+01,-1.228859999999999886e+01
1.586999999999999922e+01,-1.403236385542167497e+01,1.593240843373494187e+01,-1.297129999999999939e+01
1.588000000000000078e+01,-1.438605180722890786e+01,1.551291807228915509e+01,-1.365399999999999991e+01
1.589000000000000057e+01,-1.334143855421686808e+01,1.641770120481928430e+01,-1.433669999999999867e+01
1.590000000000000036e+01,-1.308645421686746957e+01,1.683719156626506930e+01,-1.365399999999999991e+01
1.591000000000000014e+01,-1.280679397590361468e+01,1.728135783132530534e+01,-1.160589999999999833e+01
1.591999999999999993e+01,-1.314403132530120288e+01,1.691121927710844375e+01,-1.228859999999999886e+01
1.592999999999999972e+01,-1.326741084337349363e+01,1.618739277108434393e+01,-1.297129999999999939e+01
1.593999999999999950e+01,-1.309467951807229014e+01,1.636012409638555098e+01,-1.297129999999999939e+01
1.594999999999999929e+01,-1.279034337349397710e+01,1.675493855421687783e+01,-1.228859999999999886e+01
1.595999999999999908e+01,-1.297952530120482173e+01,1.670558674698796509e+01,-1.228859999999999886e+01
1.597000000000000064e+01,-1.350594457831325101e+01,1.597353493975903405e+01,-1.297129999999999939e+01
1.598000000000000043e+01,-1.339901566265060318e+01,1.600643614457830921e+01,-1.228859999999999886e+01
1.599000000000000021e+01,-1.246955662650602648e+01,1.677138915662651542e+01,-1.228859999999999886e+01
1.600000000000000000e+01,-1.245310602409638889e+01,1.677961445783133243e+01,-1.228859999999999886e+01
1.601000000000000156e+01,-1.273276626506023668e+01,1.650817951807229989e+01,-1.228859999999999886e+01
1.601999999999999957e+01,-1.274099156626505902e+01,1.645060240963855946e+01,-1.228859999999999886e+01
1.603000000000000114e+01,-1.264228795180722820e+01,1.627787108433735952e+01,-1.228859999999999886e+01
1.603999999999999915e+01,-1.262583734939759061e+01,1.624496987951808435e+01,-1.228859999999999886e+01
1.605000000000000071e+01,-1.265873855421686933e+01,1.630254698795181412e+01,-1.160589999999999833e+01
1.605999999999999872e+01,-1.271631566265060620e+01,1.624496987951808080e+01,-1.160589999999999833e+01
1.607000000000000028e+01,-1.260116144578313069e+01,1.637657469879518146e+01,-1.228859999999999886e+01
1.607999999999999829e+01,-1.242020481927710840e+01,1.648350361445783818e+01,-1.160589999999999833e+01
1.608999999999999986e+01,-1.281501927710843169e+01,1.579257831325300998e+01,-1.228859999999999886e+01
1.610000000000000142e+01,-1.280679397590361468e+01,1.582547951807228515e+01,-1.228859999999999886e+01
1.610999999999999943e+01,-1.202539036144578688e+01,1.653285542168675804e+01,-1.160589999999999833e+01
1.612000000000000099e+01,-1.242020481927711018e+01,1.622029397590361910e+01,-1.228859999999999886e+01
1.612999999999999901e+01,-1.164702650602409584e+01,1.681251566265061470e+01,-1.092319999999999958e+01
1.614000000000000057e+01,-1.158944939759036608e+01,1.684541686746989697e+01,-1.092319999999999958e+01
1.614999999999999858e+01,-1.207474216867469252e+01,1.636012409638554743e+01,-1.160589999999999833e+01
1.616000000000000014e+01,-1.209119277108433543e+01,1.631899759036145170e+01,-1.160589999999999833e+01
1.617000000000000171e+01,-1.177863132530120183e+01,1.662333373493977362e+01,-1.092319999999999958e+01
1.617999999999999972e+01,-1.175395542168674368e+01,1.663978433734940765e+01,-1.092319999999999958e+01
1.619000000000000128e+01,-1.174573012048192311e+01,1.640125060240964316e+01,-1.092319999999999958e+01
1.619999999999999929e+01,-1.177863132530120360e+01,1.645060240963856657e+01,-1.092319999999999958e+01
1.621000000000000085e+01,-1.159767469879517598e+01,1.656575662650603320e+01,-1.092319999999999958e+01
1.621999999999999886e+01,-1.153187228915662565e+01,1.660688313253012893e+01,-1.092319999999999958e+01
1.623000000000000043e+01,-1.135914096385541860e+01,1.659043253012049135e+01,-1.092319999999999958e+01
1.623999999999999844e+01,-1.144961927710843064e+01,1.656575662650603675e+01,-1.092319999999999958e+01
1.625000000000000000e+01,-1.135914096385541505e+01,1.649995421686747576e+01,-1.024049999999999905e+01
1.626000000000000156e+01,-1.130978915662650408e+01,1.647527831325302117e+01,-1.024049999999999905e+01
1.626999999999999957e+01,-1.122753614457830729e+01,1.656575662650603675e+01,-1.092319999999999958e+01
1.628000000000000114e+01,-1.126866265060240480e+01,1.654930602409639917e+01,-1.092319999999999958e+01
1.628999999999999915e+01,-1.107125542168673960e+01,1.649172891566265875e+01,-1.024049999999999905e+01
1.630000000000000071e+01,-1.107948072289155483e+01,1.647527831325302117e+01,-1.092319999999999958e+01
1.630999999999999872e+01,-1.099722771084337225e+01,1.654108072289157860e+01,-1.024049999999999905e+01
1.632000000000000028e+01,-1.104657951807228500e+01,1.655753132530121974e+01,-1.024049999999999905e+01
1.632999999999999829e+01,-1.098900240963854458e+01,1.652463012048193391e+01,-1.024049999999999905e+01
1.633999999999999986e+01,-1.098900240963854635e+01,1.660688313253012538e+01,-1.024049999999999905e+01
1.635000000000000142e+01,-1.080804578313251696e+01,1.638480000000000203e+01,-1.160589999999999833e+01
1.635999999999999943e+01,-1.083272168674697866e+01,1.636012409638554388e+01,-1.160589999999999833e+01
1.637000000000000099e+01,-1.067644096385541808e+01,1.650817951807229989e+01,-1.024049999999999905e+01
1.637999999999999901e+01,-1.064353975903614113e+01,1.651640481927712045e+01,-1.024049999999999905e+01
1.639000000000000057e+01,-1.047080843373493764e+01,1.673026265060242324e+01,-1.024049999999999905e+01
1.639999999999999858e+01,-1.046258313253011885e+01,1.667268554216868992e+01,-1.024049999999999905e+01
1.641000000000000014e+01,-1.037210481927709971e+01,1.663978433734941476e+01,-1.024049999999999905e+01
1.641999999999999815e+01,-1.039678072289155786e+01,1.662333373493977362e+01,-9.557800000000000296e+00
1.642999999999999972e+01,-1.028162650602409478e+01,1.661510843373495305e+01,-1.024049999999999905e+01
1.644000000000000128e+01,-1.029807710843373414e+01,1.662333373493977007e+01,-1.024049999999999905e+01
1.644999999999999929e+01,-9.993740963855424653e+00,1.673848795180724380e+01,-9.557800000000000296e+00
1.646000000000000085e+01,-1.000196626506024344e+01,1.675493855421688139e+01,-9.557800000000000296e+00
1.646999999999999886e+01,-9.862136144578313335e+00,1.696057108433735650e+01,-9.557800000000000296e+00
1.648000000000000043e+01,-9.829234939759032841e+00,1.696057108433736005e+01,-9.557800000000000296e+00
1.648999999999999844e+01,-9.821009638554221155e+00,1.688654337349399270e+01,-9.557800000000000296e+00
1.650000000000000000e+01,-9.845685542168675752e+00,1.684541686746989697e+01,-9.557800000000000296e+00
1.650999999999999801e+01,-9.763432530120484287e+00,1.688654337349398915e+01,-8.875099999999997991e+00
1.651999999999999957e+01,-9.730531325301205570e+00,1.690299397590362673e+01,-8.875099999999997991e+00
1.653000000000000114e+01,-9.459096385542167695e+00,1.696057108433736005e+01,-1.024049999999999905e+01
1.653999999999999915e+01,-9.434420481927711322e+00,1.691944457831326076e+01,-1.024049999999999905e+01
1.655000000000000071e+01,-9.294590361445781213e+00,1.709217590361446426e+01,-8.875099999999997991e+00
1.655999999999999872e+01,-9.319266265060239363e+00,1.710862650602410540e+01,-8.875099999999997991e+00
1.657000000000000028e+01,-9.269914457831321286e+00,1.706750000000001322e+01,-8.875099999999997991e+00
1.657999999999999829e+01,-9.269914457831321286e+00,1.704282409638555151e+01,-8.875099999999997991e+00
1.658999999999999986e+01,-9.047831325301199712e+00,1.700992289156627635e+01,-8.875099999999997991e+00
1.660000000000000142e+01,-9.064281927710837294e+00,1.702637349397591393e+01,-8.875099999999997991e+00
1.660999999999999943e+01,-8.998479518072285188e+00,1.718265421686747274e+01,-8.875099999999997991e+00
1.662000000000000099e+01,-9.031380722891560353e+00,1.716620361445783516e+01,-8.875099999999997991e+00
1.662999999999999901e+01,-8.809297590361444108e+00,1.716620361445784226e+01,-8.875099999999997991e+00
1.664000000000000057e+01,-8.759945783132531361e+00,1.719087951807229686e+01,-8.875099999999997991e+00
1.664999999999999858e+01,-8.727044578313252643e+00,1.728958313253012236e+01,-8.192399999999999238e+00
1.666000000000000014e+01,-8.727044578313252643e+00,1.729780843373493937e+01,-8.192399999999999238e+00
1.666999999999999815e+01,-8.620115662650601251e+00,1.727313253012048833e+01,-8.192399999999999238e+00
1.667999999999999972e+01,-8.595439759036143101e+00,1.728135783132531245e+01,-8.192399999999999238e+00
1.669000000000000128e+01,-8.332230120481929347e+00,1.736361084337349681e+01,-8.192399999999999238e+00
1.669999999999999929e+01,-8.332230120481932900e+00,1.743763855421687481e+01,-8.192399999999999238e+00
1.671000000000000085e+01,-8.307554216867471197e+00,1.743763855421687126e+01,-8.192399999999999238e+00
1.671999999999999886e+01,-8.282878313253011271e+00,1.740473734939759609e+01,-8.192399999999999238e+00
1.673000000000000043e+01,-8.118372289156626564e+00,1.761859518072288822e+01,-7.509699999999999598e+00
1.673999999999999844e+01,-8.093696385542168414e+00,1.762682048192771234e+01,-7.509699999999999598e+00
1.675000000000000000e+01,-7.978542168674698232e+00,1.761036987951807120e+01,-7.509699999999999598e+00
1.675999999999999801e+01,-7.953866265060239193e+00,1.760214457831325774e+01,-7.509699999999999598e+00
1.676999999999999957e+01,-7.756459036144581098e+00,1.764327108433735347e+01,-7.509699999999999598e+00
1.678000000000000114e+01,-7.772909638554221345e+00,1.763504578313253290e+01,-7.509699999999999598e+00
1.678999999999999915e+01,-7.698881927710847783e+00,1.772552409638554494e+01,-7.509699999999999598e+00
1.680000000000000071e+01,-7.772909638554218681e+00,1.772552409638554138e+01,-7.509699999999999598e+00
1.680999999999999872e+01,-7.559051807228914122e+00,1.775019999999999953e+01,-6.826999999999999957e+00
1.682000000000000028e+01,-7.517925301204817501e+00,1.775842530120480944e+01,-6.826999999999999957e+00
1.682999999999999829e+01,-7.328743373493974644e+00,1.784890361445783213e+01,-6.826999999999999957e+00
1.683999999999999986e+01,-7.336968674698792547e+00,1.785712891566265270e+01,-6.826999999999999957e+00
1.685000000000000142e+01,-7.304067469879518271e+00,1.789003012048191721e+01,-7.509699999999999598e+00
1.685999999999999943e+01,-7.295842168674699479e+00,1.792293132530119948e+01,-7.509699999999999598e+00
1.687000000000000099e+01,-7.180687951807231073e+00,1.807098674698795904e+01,-6.144299999999999429e+00
1.687999999999999901e+01,-7.123110843373495982e+00,1.809566265060241008e+01,-6.144299999999999429e+00
1.689000000000000057e+01,-6.975055421686748858e+00,1.795583253012047820e+01,-7.509699999999999598e+00
1.689999999999999858e+01,-6.958604819277107723e+00,1.797228313253011578e+01,-7.509699999999999598e+00
1.691000000000000014e+01,-6.859901204819276010e+00,1.820259156626505970e+01,-6.826999999999999957e+00
1.692000000000000171e+01,-6.876351807228914481e+00,1.812856385542168880e+01,-6.826999999999999957e+00
1.692999999999999972e+01,-6.654268674698793795e+00,1.819436626506023913e+01,-6.144299999999999429e+00
1.694000000000000128e+01,-6.662493975903614363e+00,1.812856385542168525e+01,-6.826999999999999957e+00
1.694999999999999929e+01,-6.588466265060239913e+00,1.824371807228915188e+01,-6.144299999999999429e+00
1.696000000000000085e+01,-6.596691566265061368e+00,1.826016867469879301e+01,-6.144299999999999429e+00
1.696999999999999886e+01,-6.415734939759032862e+00,1.844112530120482774e+01,-6.144299999999999429e+00
1.698000000000000043e+01,-6.407509638554214071e+00,1.839999879518072490e+01,-6.144299999999999429e+00
1.699000000000000199e+01,-6.308806024096379694e+00,1.832597108433735045e+01,-6.144299999999999429e+00
1.700000000000000000e+01,-6.317031325301198486e+00,1.830952048192770931e+01,-6.144299999999999429e+00
1.701000000000000156e+01,-6.136074698795173532e+00,1.855627951807229437e+01,-6.826999999999999957e+00
1.701999999999999957e+01,-6.152525301204812003e+00,1.857273012048193550e+01,-6.144299999999999429e+00
1.703000000000000114e+01,-5.996244578313246087e+00,1.849870240963856460e+01,-6.144299999999999429e+00
1.703999999999999915e+01,-5.955118072289150355e+00,1.854805421686747380e+01,-6.144299999999999429e+00
1.705000000000000071e+01,-5.823513253012039925e+00,1.872078554216868440e+01,-6.826999999999999957e+00
1.705999999999999872e+01,-5.831738554216860493e+00,1.872901084337349786e+01,-6.144299999999999429e+00
1.707000000000000028e+01,-5.765936144578307498e+00,1.877013734939760070e+01,-5.461599999999999788e+00
1.707999999999999829e+01,-5.724809638554213542e+00,1.875368674698795601e+01,-5.461599999999999788e+00
1.708999999999999986e+01,-5.584979518072282545e+00,1.874546144578314255e+01,-4.778900000000000148e+00
1.710000000000000142e+01,-5.609655421686740695e+00,1.877836265060242127e+01,-4.778900000000000148e+00
1.710999999999999943e+01,-5.404022891566259368e+00,1.887706626506025032e+01,-4.778900000000000148e+00
1.712000000000000099e+01,-5.395797590361440577e+00,1.885239036144579217e+01,-4.778900000000000148e+00
1.712999999999999901e+01,-5.247742168674696117e+00,1.886884096385542975e+01,-5.461599999999999788e+00
1.714000000000000057e+01,-5.288868674698791850e+00,1.892641807228916306e+01,-5.461599999999999788e+00
1.714999999999999858e+01,-5.116137349397586576e+00,1.910737469879519068e+01,-4.096199999999999619e+00
1.716000000000000014e+01,-5.165489156626504652e+00,1.909092409638554955e+01,-4.096199999999999619e+00
1.717000000000000171e+01,-5.116137349397590128e+00,1.912382530120482471e+01,-5.461599999999999788e+00
1.717999999999999972e+01,-5.124362650602408031e+00,1.909914939759036301e+01,-5.461599999999999788e+00
1.719000000000000128e+01,-4.894054216867470330e+00,1.914027590361446940e+01,-5.461599999999999788e+00
1.719999999999999929e+01,-4.885828915662650651e+00,1.919785301204820627e+01,-5.461599999999999788e+00
1.721000000000000085e+01,-4.721322891566265945e+00,1.935413373493975797e+01,-4.096199999999999619e+00
1.721999999999999886e+01,-4.696646987951808683e+00,1.929655662650601755e+01,-4.096199999999999619e+00
1.723000000000000043e+01,-4.647295180722893271e+00,1.928833132530121475e+01,-4.096199999999999619e+00
1.724000000000000199e+01,-4.647295180722893271e+00,1.931300722891567290e+01,-4.096199999999999619e+00
1.725000000000000000e+01,-4.491014457831328244e+00,1.951863975903614801e+01,-4.778900000000000148e+00
1.726000000000000156e+01,-4.466338554216868317e+00,1.949396385542169341e+01,-4.778900000000000148e+00
1.726999999999999957e+01,-4.416986746987954682e+00,1.951041445783133099e+01,-4.778900000000000148e+00
1.728000000000000114e+01,-4.449887951807230735e+00,1.946928795180723881e+01,-4.778900000000000148e+00
1.728999999999999915e+01,-4.178453012048197301e+00,1.965846987951806213e+01,-4.096199999999999619e+00
1.730000000000000071e+01,-4.170227710843377622e+00,1.969137108433734085e+01,-4.096199999999999619e+00
1.730999999999999872e+01,-4.071524096385544134e+00,1.974894819277108127e+01,-3.413499999999999979e+00
1.732000000000000028e+01,-4.071524096385545022e+00,1.973249759036145079e+01,-3.413499999999999979e+00
1.733000000000000185e+01,-3.882342168674699945e+00,1.969959638554216852e+01,-3.413499999999999979e+00
1.733999999999999986e+01,-3.939919277108435924e+00,1.965846987951806568e+01,-3.413499999999999979e+00
1.735000000000000142e+01,-3.865891566265060586e+00,1.991345421686746420e+01,-4.096199999999999619e+00
1.735999999999999943e+01,-3.832990361445784089e+00,1.992167951807228121e+01,-4.096199999999999619e+00
1.737000000000000099e+01,-3.643808433734940788e+00,1.986410240963855500e+01,-3.413499999999999979e+00
1.737999999999999901e+01,-3.652033734939759135e+00,1.987232771084337557e+01,-3.413499999999999979e+00
1.739000000000000057e+01,-3.594456626506022712e+00,1.995458072289155993e+01,-2.730799999999999894e+00
1.739999999999999858e+01,-3.602681927710842835e+00,1.995458072289155993e+01,-2.730799999999999894e+00
1.741000000000000014e+01,-3.413499999999999091e+00,2.004505903614456130e+01,-3.413499999999999979e+00
1.742000000000000171e+01,-3.405274698795178967e+00,2.005328433734937832e+01,-3.413499999999999979e+00
1.742999999999999972e+01,-3.380598795180722149e+00,2.015198795180722513e+01,-3.413499999999999979e+00
1.744000000000000128e+01,-3.331246987951805849e+00,2.016021325301204570e+01,-3.413499999999999979e+00
1.744999999999999929e+01,-3.166740963855420699e+00,2.030826867469878394e+01,-2.048099999999999810e+00
1.746000000000000085e+01,-3.092713253012046692e+00,2.028359277108431868e+01,-2.048099999999999810e+00
1.746999999999999886e+01,-3.059812048192769307e+00,2.032471927710843573e+01,-2.048099999999999810e+00
1.748000000000000043e+01,-3.051586746987950960e+00,2.034939518072289388e+01,-2.048099999999999810e+00
1.749000000000000199e+01,-2.961108433734938483e+00,2.043987349397589526e+01,-2.730799999999999894e+00
1.750000000000000000e+01,-2.903531325301203392e+00,2.043164819277107824e+01,-2.730799999999999894e+00
1.751000000000000156e+01,-2.870630120481926006e+00,2.051390120481927681e+01,-2.730799999999999894e+00
1.751999999999999957e+01,-2.854179518072286648e+00,2.044809879518072648e+01,-2.730799999999999894e+00
1.753000000000000114e+01,-2.664997590361445123e+00,2.057970361445782359e+01,-1.365399999999999947e+00
1.753999999999999915e+01,-2.664997590361445123e+00,2.061260481927709876e+01,-1.365399999999999947e+00
1.755000000000000071e+01,-2.599195180722889464e+00,2.073598433734939661e+01,-1.365399999999999947e+00
1.755999999999999872e+01,-2.574519277108432647e+00,2.076066024096385121e+01,-2.048099999999999810e+00
1.757000000000000028e+01,-2.442914457831324437e+00,2.067018192771083918e+01,-2.048099999999999810e+00
1.758000000000000185e+01,-2.459365060240962464e+00,2.061260481927710941e+01,-2.048099999999999810e+00
1.758999999999999986e+01,-2.327760240963854699e+00,2.076888554216868243e+01,-1.365399999999999947e+00
1.760000000000000142e+01,-2.335985542168673934e+00,2.084291325301204978e+01,-1.365399999999999947e+00
1.760999999999999943e+01,-2.237281927710843110e+00,2.099096867469879157e+01,-1.365399999999999947e+00
1.762000000000000099e+01,-2.220831325301204195e+00,2.099096867469878802e+01,-6.826999999999999735e-01
1.762999999999999901e+01,-2.089226506024096874e+00,2.092516626506023414e+01,-1.365399999999999947e+00
1.764000000000000057e+01,-2.081001204819277639e+00,2.093339156626505115e+01,-1.365399999999999947e+00
1.764999999999999858e+01,-1.924720481927711280e+00,2.106499638554215892e+01,-6.826999999999999735e-01
1.766000000000000014e+01,-1.908269879518071477e+00,2.104854578313252489e+01,-6.826999999999999735e-01
1.767000000000000171e+01,-1.932945783132530293e+00,2.114724939759035038e+01,-1.365399999999999947e+00
1.767999999999999972e+01,-1.916495180722891822e+00,2.114724939759035394e+01,-6.826999999999999735e-01
1.769000000000000128e+01,-1.776665060240963934e+00,2.120482650602409080e+01,-1.365399999999999947e+00
1.769999999999999929e+01,-1.727313253012048522e+00,2.119660120481927024e+01,-1.365399999999999947e+00
1.771000000000000085e+01,-1.554581927710841693e+00,2.127885421686745104e+01,-6.826999999999999735e-01
1.771999999999999886e+01,-1.579257831325299621e+00,2.136110722891564606e+01,-6.826999999999999735e-01
1.773000000000000043e+01,-1.546356626506023124e+00,2.130353012048191985e+01,-1.365399999999999947e+00
1.773999999999999844e+01,-1.521680722891565418e+00,2.127062891566264469e+01,-1.365399999999999947e+00
1.775000000000000000e+01,-1.390075903614456765e+00,2.148448674698793681e+01,-1.365399999999999947e+00
1.776000000000000156e+01,-1.406526506024095458e+00,2.144336024096383753e+01,-1.365399999999999947e+00
1.776999999999999957e+01,-1.332498795180721674e+00,2.144336024096384108e+01,-6.826999999999999735e-01
1.778000000000000114e+01,-1.324273493975902438e+00,2.142690963855420350e+01,-6.826999999999999735e-01
1.778999999999999915e+01,-1.011712048192770608e+00,2.160786626506023111e+01,-1.365399999999999947e+00
1.780000000000000071e+01,-1.085739759036143726e+00,2.162431686746986159e+01,-6.826999999999999735e-01
1.780999999999999872e+01,-1.036387951807227426e+00,2.169011927710841547e+01,0.000000000000000000e+00
1.782000000000000028e+01,-9.870361445783117915e-01,2.173124578313251121e+01,-6.826999999999999735e-01
1.782999999999999829e+01,-9.130084337349390067e-01,2.173947108433733177e+01,0.000000000000000000e+00
1.783999999999999986e+01,-9.623602409638547517e-01,2.171479518072287362e+01,0.000000000000000000e+00
1.785000000000000142e+01,-9.294590361445772553e-01,2.183817469879516437e+01,6.826999999999999735e-01
1.785999999999999943e+01,-9.212337349397580200e-01,2.179704819277106864e+01,6.826999999999999735e-01
1.787000000000000099e+01,-5.510951807228912092e-01,2.192042771084335229e+01,0.000000000000000000e+00
1.787999999999999901e+01,-5.593204819277105555e-01,2.191220240963853882e+01,0.000000000000000000e+00
1.789000000000000057e+01,-6.004469879518072872e-01,2.201913132530118489e+01,-6.826999999999999735e-01
1.789999999999999858e+01,-6.168975903614457579e-01,2.203558192771083313e+01,0.000000000000000000e+00
1.791000000000000014e+01,-5.593204819277105555e-01,2.204380722891563593e+01,6.826999999999999735e-01
1.791999999999999815e+01,-5.181939759036142679e-01,2.206025783132528062e+01,6.826999999999999735e-01
1.792999999999999972e+01,-2.467590361445783642e-01,2.214251084337347208e+01,1.365399999999999947e+00
1.794000000000000128e+01,-2.385337349397590456e-01,2.213428554216865152e+01,1.365399999999999947e+00
1.794999999999999929e+01,-2.632096385542169736e-01,2.218363734939757492e+01,1.365399999999999947e+00
1.796000000000000085e+01,-2.796602409638554998e-01,2.222476385542166710e+01,1.365399999999999947e+00
1.796999999999999886e+01,-1.398301204819276944e-01,2.226589036144576639e+01,6.826999999999999735e-01
1.798000000000000043e+01,-1.069289156626505727e-01,2.226589036144576284e+01,6.826999999999999735e-01
1.798999999999999844e+01,-2.675236203916039996e-18,2.243862168674697699e+01,1.365399999999999947e+00
1.800000000000000000e+01,-3.290120481927710089e-02,2.238104457831324012e+01,1.365399999999999947e+00
1.800999999999999801e+01,1.069289156626505727e-01,2.243039638554215287e+01,1.365399999999999947e+00
1.801999999999999957e+01,1.151542168674698635e-01,2.236459397590359544e+01,1.365399999999999947e+00
1.803000000000000114e+01,3.536879518072291173e-01,2.248797349397588974e+01,1.365399999999999947e+00
1.803999999999999915e+01,3.207867469879519540e-01,2.246329759036142804e+01,1.365399999999999947e+00
1.805000000000000071e+01,2.467590361445783642e-01,2.262780361445783228e+01,6.826999999999999735e-01
1.805999999999999872e+01,2.303084337349398103e-01,2.263602891566264574e+01,6.826999999999999735e-01
1.807000000000000028e+01,3.619132530120483526e-01,2.265247951807227977e+01,1.365399999999999947e+00
1.807999999999999829e+01,3.783638554216868788e-01,2.265247951807228333e+01,1.365399999999999947e+00
1.808999999999999986e+01,5.346445783132528495e-01,2.277585903614456697e+01,2.730799999999999894e+00
1.810000000000000142e+01,4.852927710843373266e-01,2.276763373493975351e+01,2.730799999999999894e+00
1.810999999999999943e+01,5.510951807228913202e-01,2.274295783132529536e+01,1.365399999999999947e+00
1.812000000000000099e+01,5.593204819277108886e-01,2.274295783132529536e+01,1.365399999999999947e+00
