sample_delay_us,air_mV
7.080000000000001137e+01,1.433669999999999867e+01
7.090000000000000568e+01,1.433669999999999867e+01
7.100000000000000000e+01,1.570209999999999972e+01
7.109999999999999432e+01,1.638479999999999848e+01
7.119999999999998863e+01,1.433669999999999867e+01
7.130000000000001137e+01,1.433669999999999867e+01
7.140000000000000568e+01,1.570209999999999972e+01
7.150000000000000000e+01,1.570209999999999972e+01
7.159999999999999432e+01,1.433669999999999867e+01
7.169999999999998863e+01,1.365399999999999991e+01
7.179999999999999716e+01,1.570209999999999972e+01
7.190000000000000568e+01,1.433669999999999867e+01
7.200000000000000000e+01,1.570209999999999972e+01
7.209999999999999432e+01,1.501939999999999920e+01
7.219999999999998863e+01,1.433669999999999867e+01
7.229999999999999716e+01,1.433669999999999867e+01
7.240000000000000568e+01,1.570209999999999972e+01
7.250000000000000000e+01,1.570209999999999972e+01
7.259999999999999432e+01,1.433669999999999867e+01
7.269999999999998863e+01,1.570209999999999972e+01
7.279999999999999716e+01,1.365399999999999991e+01
7.290000000000000568e+01,1.570209999999999972e+01
7.300000000000000000e+01,1.433669999999999867e+01
7.309999999999999432e+01,1.433669999999999867e+01
7.319999999999998863e+01,1.501939999999999920e+01
7.329999999999999716e+01,1.433669999999999867e+01
7.340000000000000568e+01,1.638479999999999848e+01
7.350000000000000000e+01,1.297129999999999939e+01
7.359999999999999432e+01,1.570209999999999972e+01
7.369999999999998863e+01,1.570209999999999972e+01
7.379999999999999716e+01,1.365399999999999991e+01
7.390000000000000568e+01,1.365399999999999991e+01
7.400000000000000000e+01,1.501939999999999920e+01
7.409999999999999432e+01,1.570209999999999972e+01
7.420000000000000284e+01,1.365399999999999991e+01
7.429999999999998295e+01,1.365399999999999991e+01
7.440000000000000568e+01,1.570209999999999972e+01
7.450000000000000000e+01,1.570209999999999972e+01
7.459999999999999432e+01,1.365399999999999991e+01
7.470000000000000284e+01,1.365399999999999991e+01
7.479999999999998295e+01,1.501939999999999920e+01
7.489999999999999147e+01,1.501939999999999920e+01
7.500000000000000000e+01,1.365399999999999991e+01
7.509999999999999432e+01,1.501939999999999920e+01
7.520000000000000284e+01,1.365399999999999991e+01
7.530000000000001137e+01,1.570209999999999972e+01
7.539999999999999147e+01,1.297129999999999939e+01
7.550000000000000000e+01,1.228859999999999886e+01
7.559999999999999432e+01,1.501939999999999920e+01
7.570000000000000284e+01,1.228859999999999886e+01
7.580000000000001137e+01,1.638479999999999848e+01
7.590000000000000568e+01,1.570209999999999972e+01
7.600000000000000000e+01,1.365399999999999991e+01
7.609999999999999432e+01,1.365399999999999991e+01
7.619999999999998863e+01,1.570209999999999972e+01
7.629999999999999716e+01,1.365399999999999991e+01
7.640000000000000568e+01,1.570209999999999972e+01
7.650000000000000000e+01,1.365399999999999991e+01
7.659999999999999432e+01,1.570209999999999972e+01
7.669999999999998863e+01,1.501939999999999920e+01
7.679999999999999716e+01,1.365399999999999991e+01
7.690000000000000568e+01,1.433669999999999867e+01
7.700000000000000000e+01,1.365399999999999991e+01
7.709999999999999432e+01,1.501939999999999920e+01
7.719999999999998863e+01,1.365399999999999991e+01
7.729999999999999716e+01,1.365399999999999991e+01
7.740000000000000568e+01,1.501939999999999920e+01
7.750000000000000000e+01,1.433669999999999867e+01
7.759999999999999432e+01,1.365399999999999991e+01
7.769999999999998863e+01,1.297129999999999939e+01
7.779999999999999716e+01,1.501939999999999920e+01
7.790000000000000568e+01,1.365399999999999991e+01
7.800000000000000000e+01,1.501939999999999920e+01
7.809999999999999432e+01,1.297129999999999939e+01
7.819999999999998863e+01,1.501939999999999920e+01
7.829999999999999716e+01,1.365399999999999991e+01
7.840000000000000568e+01,1.501939999999999920e+01
7.850000000000000000e+01,1.297129999999999939e+01
7.859999999999999432e+01,1.501939999999999920e+01
7.869999999999998863e+01,1.297129999999999939e+01
7.879999999999999716e+01,1.501939999999999920e+01
7.890000000000000568e+01,1.501939999999999920e+01
7.900000000000000000e+01,1.365399999999999991e+01
7.909999999999999432e+01,1.501939999999999920e+01
7.920000000000000284e+01,1.365399999999999991e+01
7.929999999999998295e+01,1.501939999999999920e+01
7.939999999999999147e+01,1.365399999999999991e+01
7.950000000000000000e+01,1.297129999999999939e+01
7.959999999999999432e+01,1.570209999999999972e+01
7.970000000000000284e+01,1.297129999999999939e+01
7.980000000000001137e+01,1.501939999999999920e+01
7.989999999999999147e+01,1.501939999999999920e+01
8.000000000000000000e+01,1.297129999999999939e+01
8.009999999999999432e+01,1.501939999999999920e+01
8.020000000000000284e+01,1.365399999999999991e+01
8.029999999999999716e+01,1.297129999999999939e+01
8.039999999999999147e+01,1.501939999999999920e+01
8.050000000000000000e+01,1.501939999999999920e+01
8.059999999999999432e+01,1.297129999999999939e+01
8.070000000000000284e+01,1.501939999999999920e+01
8.079999999999999716e+01,1.365399999999999991e+01
8.090000000000000568e+01,1.228859999999999886e+01
8.100000000000000000e+01,1.570209999999999972e+01
8.109999999999999432e+01,1.501939999999999920e+01
8.120000000000000284e+01,1.297129999999999939e+01
8.129999999999999716e+01,1.297129999999999939e+01
8.140000000000000568e+01,1.501939999999999920e+01
8.149999999999998579e+01,1.501939999999999920e+01
8.159999999999999432e+01,1.365399999999999991e+01
8.170000000000000284e+01,1.501939999999999920e+01
8.179999999999999716e+01,1.297129999999999939e+01
8.190000000000000568e+01,1.297129999999999939e+01
8.200000000000000000e+01,1.433669999999999867e+01
8.209999999999999432e+01,1.501939999999999920e+01
8.219999999999998863e+01,1.297129999999999939e+01
8.229999999999999716e+01,1.501939999999999920e+01
8.240000000000000568e+01,1.297129999999999939e+01
8.250000000000000000e+01,1.297129999999999939e+01
8.259999999999999432e+01,1.433669999999999867e+01
8.269999999999998863e+01,1.501939999999999920e+01
8.279999999999999716e+01,1.297129999999999939e+01
8.289999999999999147e+01,1.297129999999999939e+01
8.300000000000000000e+01,1.501939999999999920e+01
8.310000000000000853e+01,1.501939999999999920e+01
8.319999999999998863e+01,1.365399999999999991e+01
8.329999999999999716e+01,1.501939999999999920e+01
8.339999999999999147e+01,1.365399999999999991e+01
8.350000000000000000e+01,1.297129999999999939e+01
8.360000000000000853e+01,1.501939999999999920e+01
8.369999999999998863e+01,1.297129999999999939e+01
8.379999999999999716e+01,1.570209999999999972e+01
8.389999999999999147e+01,1.365399999999999991e+01
8.400000000000000000e+01,1.501939999999999920e+01
8.409999999999999432e+01,1.433669999999999867e+01
8.420000000000000284e+01,1.501939999999999920e+01
8.429999999999999716e+01,1.501939999999999920e+01
8.439999999999999147e+01,1.433669999999999867e+01
8.450000000000000000e+01,1.365399999999999991e+01
8.459999999999999432e+01,1.501939999999999920e+01
8.470000000000000284e+01,1.365399999999999991e+01
8.479999999999999716e+01,1.501939999999999920e+01
8.489999999999999147e+01,1.570209999999999972e+01
8.500000000000000000e+01,1.365399999999999991e+01
8.509999999999999432e+01,1.570209999999999972e+01
8.520000000000000284e+01,1.365399999999999991e+01
8.529999999999999716e+01,1.365399999999999991e+01
8.539999999999999147e+01,1.570209999999999972e+01
8.550000000000000000e+01,1.501939999999999920e+01
8.559999999999999432e+01,1.433669999999999867e+01
8.570000000000000284e+01,1.570209999999999972e+01
8.579999999999999716e+01,1.433669999999999867e+01
8.590000000000000568e+01,1.570209999999999972e+01
8.599999999999998579e+01,1.365399999999999991e+01
8.609999999999999432e+01,1.570209999999999972e+01
8.620000000000000284e+01,1.433669999999999867e+01
8.629999999999999716e+01,1.501939999999999920e+01
8.640000000000000568e+01,1.433669999999999867e+01
8.649999999999998579e+01,1.433669999999999867e+01
8.659999999999999432e+01,1.570209999999999972e+01
8.670000000000000284e+01,1.570209999999999972e+01
8.679999999999999716e+01,1.433669999999999867e+01
8.690000000000000568e+01,1.433669999999999867e+01
8.700000000000000000e+01,1.570209999999999972e+01
8.709999999999999432e+01,1.433669999999999867e+01
8.719999999999998863e+01,1.570209999999999972e+01
8.729999999999999716e+01,1.570209999999999972e+01
8.740000000000000568e+01,1.433669999999999867e+01
8.750000000000000000e+01,1.433669999999999867e+01
8.759999999999999432e+01,1.570209999999999972e+01
8.769999999999998863e+01,1.570209999999999972e+01
8.779999999999999716e+01,1.433669999999999867e+01
8.789999999999999147e+01,1.570209999999999972e+01
8.800000000000000000e+01,1.365399999999999991e+01
8.810000000000000853e+01,1.570209999999999972e+01
8.819999999999998863e+01,1.365399999999999991e+01
8.829999999999999716e+01,1.570209999999999972e+01
8.839999999999999147e+01,1.433669999999999867e+01
8.850000000000000000e+01,1.365399999999999991e+01
8.860000000000000853e+01,1.501939999999999920e+01
8.870000000000000284e+01,1.501939999999999920e+01
8.879999999999999716e+01,1.433669999999999867e+01
8.889999999999999147e+01,1.570209999999999972e+01
8.900000000000000000e+01,1.433669999999999867e+01
8.909999999999999432e+01,1.297129999999999939e+01
8.920000000000000284e+01,1.570209999999999972e+01
8.929999999999999716e+01,1.365399999999999991e+01
8.939999999999999147e+01,1.570209999999999972e+01
8.950000000000000000e+01,1.501939999999999920e+01
8.959999999999999432e+01,1.365399999999999991e+01
8.970000000000000284e+01,1.501939999999999920e+01
8.979999999999999716e+01,1.365399999999999991e+01
8.989999999999999147e+01,1.297129999999999939e+01
9.000000000000000000e+01,1.501939999999999920e+01
9.009999999999999432e+01,1.297129999999999939e+01
9.020000000000000284e+01,1.501939999999999920e+01
9.029999999999999716e+01,1.501939999999999920e+01
9.039999999999999147e+01,1.365399999999999991e+01
9.050000000000000000e+01,1.297129999999999939e+01
9.059999999999999432e+01,1.501939999999999920e+01
9.070000000000000284e+01,1.297129999999999939e+01
9.079999999999999716e+01,1.501939999999999920e+01
9.090000000000000568e+01,1.297129999999999939e+01
9.099999999999998579e+01,1.501939999999999920e+01
9.109999999999999432e+01,1.297129999999999939e+01
9.120000000000000284e+01,1.433669999999999867e+01
9.129999999999999716e+01,1.433669999999999867e+01
9.140000000000000568e+01,1.297129999999999939e+01
9.149999999999998579e+01,1.297129999999999939e+01
9.159999999999999432e+01,1.433669999999999867e+01
9.169999999999998863e+01,1.433669999999999867e+01
9.179999999999999716e+01,1.297129999999999939e+01
9.190000000000000568e+01,1.365399999999999991e+01
9.200000000000000000e+01,1.433669999999999867e+01
9.209999999999999432e+01,1.433669999999999867e+01
9.219999999999998863e+01,1.297129999999999939e+01
9.229999999999999716e+01,1.433669999999999867e+01
9.240000000000000568e+01,1.365399999999999991e+01
9.250000000000000000e+01,1.297129999999999939e+01
9.260000000000000853e+01,1.501939999999999920e+01
9.269999999999998863e+01,1.501939999999999920e+01
9.279999999999999716e+01,1.365399999999999991e+01
9.289999999999999147e+01,1.365399999999999991e+01
9.300000000000000000e+01,1.501939999999999920e+01
9.310000000000000853e+01,1.501939999999999920e+01
9.319999999999998863e+01,1.297129999999999939e+01
9.329999999999999716e+01,1.501939999999999920e+01
9.339999999999999147e+01,1.365399999999999991e+01
9.350000000000000000e+01,1.501939999999999920e+01
9.359999999999999432e+01,1.365399999999999991e+01
9.370000000000000284e+01,1.365399999999999991e+01
9.379999999999999716e+01,1.501939999999999920e+01
9.389999999999999147e+01,1.501939999999999920e+01
9.400000000000000000e+01,1.433669999999999867e+01
9.409999999999999432e+01,1.501939999999999920e+01
9.420000000000000284e+01,1.365399999999999991e+01
9.429999999999999716e+01,1.365399999999999991e+01
9.439999999999999147e+01,1.501939999999999920e+01
9.450000000000000000e+01,1.365399999999999991e+01
9.459999999999999432e+01,1.501939999999999920e+01
9.470000000000000284e+01,1.365399999999999991e+01
9.479999999999999716e+01,1.570209999999999972e+01
9.489999999999999147e+01,1.501939999999999920e+01
9.500000000000000000e+01,1.365399999999999991e+01
9.509999999999999432e+01,1.365399999999999991e+01
9.520000000000000284e+01,1.501939999999999920e+01
9.529999999999999716e+01,1.297129999999999939e+01
9.539999999999999147e+01,1.501939999999999920e+01
9.550000000000000000e+01,1.365399999999999991e+01
9.559999999999999432e+01,1.570209999999999972e+01
9.570000000000000284e+01,1.501939999999999920e+01
9.579999999999999716e+01,1.365399999999999991e+01
9.590000000000000568e+01,1.501939999999999920e+01
9.599999999999998579e+01,1.297129999999999939e+01
9.609999999999999432e+01,1.501939999999999920e+01
9.620000000000000284e+01,1.365399999999999991e+01
9.629999999999999716e+01,1.501939999999999920e+01
9.640000000000000568e+01,1.297129999999999939e+01
9.650000000000000000e+01,1.433669999999999867e+01
9.659999999999999432e+01,1.365399999999999991e+01
9.669999999999998863e+01,1.297129999999999939e+01
9.679999999999999716e+01,1.501939999999999920e+01
9.690000000000000568e+01,1.501939999999999920e+01
9.700000000000000000e+01,1.365399999999999991e+01
9.709999999999999432e+01,1.501939999999999920e+01
9.719999999999998863e+01,1.297129999999999939e+01
9.729999999999999716e+01,1.501939999999999920e+01
9.739999999999999147e+01,1.297129999999999939e+01
9.750000000000000000e+01,1.297129999999999939e+01
9.760000000000000853e+01,1.501939999999999920e+01
9.769999999999998863e+01,1.501939999999999920e+01
9.779999999999999716e+01,1.297129999999999939e+01
9.789999999999999147e+01,1.501939999999999920e+01
9.800000000000000000e+01,1.297129999999999939e+01
9.810000000000000853e+01,1.297129999999999939e+01
9.819999999999998863e+01,1.433669999999999867e+01
9.829999999999999716e+01,1.297129999999999939e+01
9.839999999999999147e+01,1.433669999999999867e+01
9.850000000000000000e+01,1.297129999999999939e+01
9.859999999999999432e+01,1.433669999999999867e+01
9.870000000000000284e+01,1.297129999999999939e+01
9.879999999999999716e+01,1.433669999999999867e+01
9.889999999999999147e+01,1.297129999999999939e+01
9.900000000000000000e+01,1.501939999999999920e+01
9.909999999999999432e+01,1.228859999999999886e+01
9.920000000000000284e+01,1.501939999999999920e+01
9.929999999999999716e+01,1.433669999999999867e+01
9.939999999999999147e+01,1.297129999999999939e+01
9.950000000000000000e+01,1.365399999999999991e+01
9.959999999999999432e+01,1.297129999999999939e+01
9.970000000000000284e+01,1.297129999999999939e+01
9.979999999999999716e+01,1.433669999999999867e+01
9.989999999999999147e+01,1.433669999999999867e+01
1.000000000000000000e+02,1.297129999999999939e+01
1.000999999999999943e+02,1.297129999999999939e+01
1.002000000000000028e+02,1.433669999999999867e+01
1.002999999999999972e+02,1.433669999999999867e+01
1.003999999999999915e+02,1.433669999999999867e+01
