sample_delay_us,ch1_mV
1.817000000000000171e+01,2.730799999999999894e+00
1.817999999999999972e+01,2.730799999999999894e+00
1.818999999999999773e+01,2.048099999999999810e+00
1.819999999999999929e+01,2.730799999999999894e+00
1.821000000000000085e+01,2.048099999999999810e+00
1.821999999999999886e+01,2.048099999999999810e+00
1.823000000000000043e+01,2.730799999999999894e+00
1.824000000000000199e+01,2.730799999999999894e+00
1.825000000000000000e+01,3.413499999999999979e+00
1.825999999999999801e+01,3.413499999999999979e+00
1.826999999999999957e+01,1.365399999999999947e+00
1.828000000000000114e+01,1.365399999999999947e+00
1.828999999999999915e+01,2.730799999999999894e+00
1.830000000000000071e+01,2.730799999999999894e+00
1.830999999999999872e+01,3.413499999999999979e+00
1.832000000000000028e+01,2.730799999999999894e+00
1.832999999999999829e+01,3.413499999999999979e+00
1.833999999999999986e+01,3.413499999999999979e+00
1.835000000000000142e+01,3.413499999999999979e+00
1.835999999999999943e+01,3.413499999999999979e+00
1.837000000000000099e+01,2.730799999999999894e+00
1.837999999999999901e+01,2.730799999999999894e+00
1.839000000000000057e+01,3.413499999999999979e+00
1.839999999999999858e+01,4.096199999999999619e+00
1.841000000000000014e+01,3.413499999999999979e+00
1.842000000000000171e+01,3.413499999999999979e+00
1.842999999999999972e+01,2.730799999999999894e+00
1.844000000000000128e+01,2.730799999999999894e+00
1.844999999999999929e+01,4.096199999999999619e+00
1.846000000000000085e+01,4.096199999999999619e+00
1.846999999999999886e+01,4.096199999999999619e+00
1.848000000000000043e+01,4.096199999999999619e+00
1.849000000000000199e+01,4.096199999999999619e+00
1.850000000000000000e+01,4.096199999999999619e+00
1.850999999999999801e+01,2.730799999999999894e+00
1.851999999999999957e+01,2.730799999999999894e+00
1.853000000000000114e+01,4.778900000000000148e+00
1.853999999999999915e+01,5.461599999999999788e+00
1.855000000000000071e+01,4.778900000000000148e+00
1.856000000000000227e+01,4.778900000000000148e+00
1.857000000000000028e+01,4.096199999999999619e+00
1.857999999999999829e+01,4.096199999999999619e+00
1.858999999999999986e+01,4.778900000000000148e+00
1.860000000000000142e+01,4.778900000000000148e+00
1.860999999999999943e+01,4.096199999999999619e+00
1.862000000000000099e+01,4.096199999999999619e+00
1.862999999999999901e+01,5.461599999999999788e+00
1.864000000000000057e+01,5.461599999999999788e+00
1.864999999999999858e+01,4.096199999999999619e+00
1.866000000000000014e+01,4.096199999999999619e+00
1.867000000000000171e+01,5.461599999999999788e+00
1.867999999999999972e+01,5.461599999999999788e+00
1.869000000000000128e+01,4.778900000000000148e+00
1.869999999999999929e+01,4.778900000000000148e+00
1.871000000000000085e+01,5.461599999999999788e+00
1.871999999999999886e+01,5.461599999999999788e+00
1.873000000000000043e+01,4.778900000000000148e+00
1.874000000000000199e+01,4.778900000000000148e+00
1.875000000000000000e+01,4.778900000000000148e+00
1.876000000000000156e+01,5.461599999999999788e+00
1.876999999999999957e+01,5.461599999999999788e+00
1.878000000000000114e+01,5.461599999999999788e+00
1.878999999999999915e+01,5.461599999999999788e+00
1.880000000000000071e+01,5.461599999999999788e+00
1.880999999999999872e+01,5.461599999999999788e+00
1.882000000000000028e+01,5.461599999999999788e+00
1.883000000000000185e+01,6.144299999999999429e+00
1.883999999999999986e+01,6.144299999999999429e+00
1.885000000000000142e+01,6.144299999999999429e+00
1.885999999999999943e+01,6.144299999999999429e+00
1.887000000000000099e+01,5.461599999999999788e+00
1.887999999999999901e+01,5.461599999999999788e+00
1.889000000000000057e+01,5.461599999999999788e+00
1.889999999999999858e+01,6.144299999999999429e+00
1.891000000000000014e+01,6.826999999999999957e+00
1.892000000000000171e+01,6.826999999999999957e+00
1.892999999999999972e+01,6.144299999999999429e+00
1.894000000000000128e+01,6.144299999999999429e+00
1.894999999999999929e+01,6.144299999999999429e+00
1.896000000000000085e+01,6.826999999999999957e+00
1.896999999999999886e+01,6.144299999999999429e+00
1.898000000000000043e+01,6.144299999999999429e+00
1.899000000000000199e+01,5.461599999999999788e+00
1.900000000000000000e+01,5.461599999999999788e+00
1.901000000000000156e+01,6.826999999999999957e+00
1.901999999999999957e+01,7.509699999999999598e+00
1.903000000000000114e+01,6.826999999999999957e+00
1.903999999999999915e+01,6.826999999999999957e+00
1.905000000000000071e+01,6.144299999999999429e+00
1.905999999999999872e+01,6.144299999999999429e+00
1.907000000000000028e+01,6.144299999999999429e+00
1.908000000000000185e+01,6.144299999999999429e+00
1.908999999999999986e+01,7.509699999999999598e+00
1.910000000000000142e+01,7.509699999999999598e+00
1.910999999999999943e+01,6.826999999999999957e+00
1.912000000000000099e+01,6.826999999999999957e+00
1.912999999999999901e+01,6.144299999999999429e+00
1.914000000000000057e+01,6.144299999999999429e+00
1.914999999999999858e+01,7.509699999999999598e+00
1.916000000000000014e+01,7.509699999999999598e+00
1.917000000000000171e+01,7.509699999999999598e+00
1.917999999999999972e+01,7.509699999999999598e+00
1.919000000000000128e+01,6.826999999999999957e+00
1.919999999999999929e+01,6.144299999999999429e+00
1.921000000000000085e+01,6.826999999999999957e+00
1.921999999999999886e+01,6.826999999999999957e+00
1.923000000000000043e+01,7.509699999999999598e+00
1.923999999999999844e+01,7.509699999999999598e+00
1.925000000000000000e+01,7.509699999999999598e+00
1.926000000000000156e+01,7.509699999999999598e+00
1.926999999999999957e+01,6.826999999999999957e+00
1.928000000000000114e+01,6.826999999999999957e+00
1.928999999999999915e+01,7.509699999999999598e+00
1.930000000000000071e+01,7.509699999999999598e+00
1.930999999999999872e+01,6.826999999999999957e+00
1.932000000000000028e+01,6.826999999999999957e+00
1.932999999999999829e+01,7.509699999999999598e+00
1.933999999999999986e+01,7.509699999999999598e+00
1.935000000000000142e+01,6.826999999999999957e+00
1.935999999999999943e+01,6.826999999999999957e+00
1.937000000000000099e+01,7.509699999999999598e+00
1.937999999999999901e+01,7.509699999999999598e+00
1.939000000000000057e+01,7.509699999999999598e+00
1.939999999999999858e+01,7.509699999999999598e+00
1.941000000000000014e+01,7.509699999999999598e+00
1.942000000000000171e+01,7.509699999999999598e+00
1.942999999999999972e+01,7.509699999999999598e+00
1.944000000000000128e+01,7.509699999999999598e+00
1.944999999999999929e+01,8.192399999999999238e+00
1.946000000000000085e+01,8.192399999999999238e+00
1.946999999999999886e+01,7.509699999999999598e+00
1.948000000000000043e+01,7.509699999999999598e+00
1.948999999999999844e+01,7.509699999999999598e+00
1.950000000000000000e+01,7.509699999999999598e+00
1.950999999999999801e+01,8.192399999999999238e+00
1.951999999999999957e+01,8.192399999999999238e+00
1.953000000000000114e+01,8.192399999999999238e+00
1.953999999999999915e+01,8.192399999999999238e+00
1.955000000000000071e+01,7.509699999999999598e+00
1.956000000000000227e+01,7.509699999999999598e+00
1.957000000000000028e+01,8.875099999999997991e+00
1.957999999999999829e+01,8.875099999999997991e+00
1.958999999999999986e+01,8.192399999999999238e+00
1.960000000000000142e+01,8.192399999999999238e+00
1.960999999999999943e+01,8.192399999999999238e+00
1.962000000000000099e+01,8.192399999999999238e+00
1.962999999999999901e+01,8.192399999999999238e+00
1.964000000000000057e+01,8.192399999999999238e+00
1.964999999999999858e+01,8.192399999999999238e+00
1.966000000000000014e+01,8.192399999999999238e+00
1.967000000000000171e+01,8.875099999999997991e+00
1.967999999999999972e+01,8.875099999999997991e+00
1.968999999999999773e+01,7.509699999999999598e+00
1.969999999999999929e+01,7.509699999999999598e+00
1.971000000000000085e+01,8.192399999999999238e+00
1.971999999999999886e+01,8.875099999999997991e+00
1.973000000000000043e+01,8.875099999999997991e+00
1.974000000000000199e+01,8.875099999999997991e+00
1.975000000000000000e+01,8.192399999999999238e+00
1.975999999999999801e+01,8.192399999999999238e+00
1.976999999999999957e+01,8.875099999999997991e+00
1.978000000000000114e+01,8.875099999999997991e+00
1.978999999999999915e+01,8.192399999999999238e+00
1.980000000000000071e+01,8.192399999999999238e+00
1.981000000000000227e+01,8.875099999999997991e+00
1.982000000000000028e+01,8.875099999999997991e+00
1.982999999999999829e+01,8.875099999999997991e+00
1.983999999999999986e+01,8.875099999999997991e+00
1.985000000000000142e+01,8.192399999999999238e+00
1.985999999999999943e+01,8.192399999999999238e+00
1.987000000000000099e+01,8.875099999999997991e+00
1.988000000000000256e+01,8.875099999999997991e+00
1.989000000000000057e+01,8.875099999999997991e+00
1.989999999999999858e+01,8.875099999999997991e+00
1.991000000000000014e+01,8.875099999999997991e+00
1.992000000000000171e+01,8.875099999999997991e+00
1.992999999999999972e+01,8.192399999999999238e+00
1.993999999999999773e+01,8.875099999999997991e+00
1.994999999999999929e+01,9.557800000000000296e+00
1.996000000000000085e+01,9.557800000000000296e+00
1.996999999999999886e+01,8.875099999999997991e+00
1.998000000000000043e+01,8.875099999999997991e+00
1.999000000000000199e+01,8.875099999999997991e+00
2.000000000000000000e+01,8.875099999999997991e+00
2.000999999999999801e+01,8.875099999999997991e+00
2.001999999999999957e+01,8.875099999999997991e+00
2.003000000000000114e+01,8.875099999999997991e+00
2.003999999999999915e+01,8.875099999999997991e+00
2.005000000000000071e+01,9.557800000000000296e+00
2.006000000000000227e+01,9.557800000000000296e+00
2.007000000000000028e+01,8.875099999999997991e+00
2.007999999999999829e+01,9.557800000000000296e+00
2.008999999999999986e+01,8.875099999999997991e+00
2.010000000000000142e+01,9.557800000000000296e+00
2.010999999999999943e+01,8.875099999999997991e+00
2.012000000000000099e+01,8.875099999999997991e+00
2.012999999999999901e+01,8.875099999999997991e+00
2.014000000000000057e+01,8.875099999999997991e+00
2.014999999999999858e+01,9.557800000000000296e+00
2.016000000000000014e+01,9.557800000000000296e+00
2.016999999999999815e+01,8.875099999999997991e+00
2.017999999999999972e+01,8.875099999999997991e+00
2.019000000000000128e+01,9.557800000000000296e+00
2.020000000000000284e+01,9.557800000000000296e+00
2.021000000000000085e+01,1.024049999999999905e+01
2.021999999999999886e+01,9.557800000000000296e+00
2.023000000000000043e+01,8.875099999999997991e+00
2.024000000000000199e+01,8.875099999999997991e+00
2.025000000000000000e+01,9.557800000000000296e+00
2.025999999999999801e+01,9.557800000000000296e+00
2.026999999999999957e+01,1.024049999999999905e+01
2.028000000000000114e+01,1.024049999999999905e+01
2.028999999999999915e+01,8.875099999999997991e+00
2.030000000000000071e+01,8.875099999999997991e+00
2.030999999999999872e+01,9.557800000000000296e+00
2.032000000000000028e+01,9.557800000000000296e+00
2.032999999999999829e+01,9.557800000000000296e+00
2.033999999999999986e+01,1.024049999999999905e+01
2.035000000000000142e+01,9.557800000000000296e+00
2.035999999999999943e+01,9.557800000000000296e+00
2.037000000000000099e+01,9.557800000000000296e+00
2.038000000000000256e+01,9.557800000000000296e+00
2.039000000000000057e+01,1.024049999999999905e+01
2.039999999999999858e+01,9.557800000000000296e+00
2.041000000000000014e+01,9.557800000000000296e+00
2.042000000000000171e+01,9.557800000000000296e+00
2.042999999999999972e+01,1.024049999999999905e+01
2.044000000000000128e+01,1.024049999999999905e+01
2.044999999999999929e+01,9.557800000000000296e+00
2.046000000000000085e+01,9.557800000000000296e+00
2.046999999999999886e+01,9.557800000000000296e+00
2.048000000000000043e+01,9.557800000000000296e+00
2.048999999999999844e+01,1.024049999999999905e+01
2.050000000000000000e+01,1.024049999999999905e+01
2.050999999999999801e+01,9.557800000000000296e+00
2.051999999999999957e+01,9.557800000000000296e+00
2.053000000000000114e+01,9.557800000000000296e+00
2.053999999999999915e+01,9.557800000000000296e+00
2.055000000000000071e+01,1.024049999999999905e+01
2.056000000000000227e+01,1.024049999999999905e+01
2.057000000000000028e+01,9.557800000000000296e+00
2.057999999999999829e+01,9.557800000000000296e+00
2.058999999999999986e+01,1.024049999999999905e+01
2.060000000000000142e+01,1.024049999999999905e+01
2.060999999999999943e+01,1.024049999999999905e+01
2.062000000000000099e+01,1.024049999999999905e+01
2.062999999999999901e+01,9.557800000000000296e+00
2.064000000000000057e+01,9.557800000000000296e+00
2.064999999999999858e+01,1.024049999999999905e+01
2.066000000000000014e+01,1.024049999999999905e+01
2.067000000000000171e+01,1.024049999999999905e+01
2.067999999999999972e+01,1.024049999999999905e+01
2.068999999999999773e+01,1.024049999999999905e+01
2.069999999999999929e+01,1.024049999999999905e+01
2.071000000000000085e+01,1.092319999999999958e+01
2.071999999999999886e+01,1.092319999999999958e+01
2.073000000000000043e+01,1.024049999999999905e+01
2.074000000000000199e+01,1.024049999999999905e+01
2.075000000000000000e+01,1.024049999999999905e+01
2.076000000000000156e+01,1.024049999999999905e+01
2.076999999999999957e+01,1.024049999999999905e+01
2.078000000000000114e+01,1.024049999999999905e+01
2.078999999999999915e+01,1.024049999999999905e+01
2.080000000000000071e+01,1.024049999999999905e+01
2.080999999999999872e+01,1.092319999999999958e+01
2.082000000000000028e+01,1.092319999999999958e+01
2.082999999999999829e+01,1.024049999999999905e+01
2.083999999999999986e+01,1.024049999999999905e+01
2.085000000000000142e+01,1.092319999999999958e+01
2.085999999999999943e+01,1.160589999999999833e+01
2.086999999999999744e+01,1.092319999999999958e+01
2.087999999999999901e+01,1.092319999999999958e+01
2.089000000000000057e+01,1.024049999999999905e+01
2.090000000000000213e+01,1.024049999999999905e+01
2.091000000000000014e+01,1.092319999999999958e+01
2.092000000000000171e+01,1.092319999999999958e+01
2.092999999999999972e+01,1.092319999999999958e+01
2.094000000000000128e+01,1.092319999999999958e+01
2.094999999999999929e+01,1.024049999999999905e+01
2.096000000000000085e+01,1.024049999999999905e+01
2.096999999999999886e+01,1.024049999999999905e+01
2.098000000000000043e+01,1.024049999999999905e+01
2.099000000000000199e+01,1.160589999999999833e+01
2.100000000000000000e+01,1.160589999999999833e+01
2.100999999999999801e+01,1.160589999999999833e+01
2.101999999999999957e+01,1.160589999999999833e+01
2.103000000000000114e+01,1.092319999999999958e+01
2.103999999999999915e+01,1.092319999999999958e+01
2.104999999999999716e+01,1.092319999999999958e+01
2.105999999999999872e+01,1.092319999999999958e+01
2.107000000000000028e+01,1.092319999999999958e+01
2.108000000000000185e+01,1.092319999999999958e+01
2.108999999999999986e+01,1.092319999999999958e+01
2.110000000000000142e+01,1.160589999999999833e+01
2.110999999999999943e+01,1.092319999999999958e+01
2.112000000000000099e+01,1.092319999999999958e+01
2.112999999999999901e+01,1.160589999999999833e+01
2.114000000000000057e+01,1.160589999999999833e+01
2.114999999999999858e+01,1.092319999999999958e+01
2.116000000000000014e+01,1.092319999999999958e+01
2.117000000000000171e+01,1.160589999999999833e+01
2.117999999999999972e+01,1.160589999999999833e+01
2.118999999999999773e+01,1.092319999999999958e+01
2.119999999999999929e+01,1.092319999999999958e+01
2.121000000000000085e+01,1.092319999999999958e+01
2.121999999999999886e+01,1.092319999999999958e+01
2.123000000000000043e+01,1.092319999999999958e+01
2.124000000000000199e+01,1.160589999999999833e+01
2.125000000000000000e+01,1.092319999999999958e+01
2.126000000000000156e+01,1.092319999999999958e+01
2.126999999999999957e+01,1.160589999999999833e+01
2.128000000000000114e+01,1.160589999999999833e+01
2.128999999999999915e+01,1.160589999999999833e+01
2.130000000000000071e+01,1.160589999999999833e+01
2.131000000000000227e+01,1.092319999999999958e+01
2.132000000000000028e+01,1.092319999999999958e+01
2.132999999999999829e+01,1.160589999999999833e+01
2.133999999999999986e+01,1.160589999999999833e+01
2.135000000000000142e+01,1.228859999999999886e+01
2.135999999999999943e+01,1.297129999999999939e+01
2.137000000000000099e+01,1.160589999999999833e+01
2.137999999999999901e+01,1.160589999999999833e+01
2.139000000000000057e+01,1.092319999999999958e+01
2.139999999999999858e+01,1.092319999999999958e+01
2.141000000000000014e+01,1.160589999999999833e+01
2.142000000000000171e+01,1.160589999999999833e+01
2.142999999999999972e+01,1.228859999999999886e+01
2.144000000000000128e+01,1.228859999999999886e+01
2.145000000000000284e+01,1.092319999999999958e+01
2.146000000000000085e+01,1.092319999999999958e+01
2.146999999999999886e+01,1.160589999999999833e+01
2.148000000000000043e+01,1.160589999999999833e+01
2.149000000000000199e+01,1.160589999999999833e+01
2.150000000000000000e+01,1.160589999999999833e+01
2.150999999999999801e+01,1.228859999999999886e+01
2.151999999999999957e+01,1.228859999999999886e+01
2.153000000000000114e+01,1.160589999999999833e+01
2.153999999999999915e+01,1.092319999999999958e+01
2.155000000000000071e+01,1.160589999999999833e+01
2.155999999999999872e+01,1.160589999999999833e+01
2.157000000000000028e+01,1.228859999999999886e+01
2.157999999999999829e+01,1.228859999999999886e+01
2.158999999999999986e+01,1.228859999999999886e+01
2.160000000000000142e+01,1.160589999999999833e+01
2.160999999999999943e+01,1.228859999999999886e+01
2.162000000000000099e+01,1.228859999999999886e+01
2.163000000000000256e+01,1.160589999999999833e+01
2.164000000000000057e+01,1.160589999999999833e+01
2.164999999999999858e+01,1.092319999999999958e+01
2.166000000000000014e+01,1.092319999999999958e+01
2.167000000000000171e+01,1.160589999999999833e+01
2.167999999999999972e+01,1.160589999999999833e+01
2.169000000000000128e+01,1.228859999999999886e+01
2.169999999999999929e+01,1.228859999999999886e+01
2.171000000000000085e+01,1.160589999999999833e+01
2.171999999999999886e+01,1.160589999999999833e+01
2.173000000000000043e+01,1.228859999999999886e+01
2.173999999999999844e+01,1.228859999999999886e+01
2.175000000000000000e+01,1.160589999999999833e+01
2.175999999999999801e+01,1.160589999999999833e+01
2.177000000000000313e+01,1.160589999999999833e+01
2.178000000000000114e+01,1.160589999999999833e+01
2.178999999999999915e+01,1.160589999999999833e+01
2.180000000000000071e+01,1.160589999999999833e+01
2.181000000000000227e+01,1.297129999999999939e+01
2.182000000000000028e+01,1.297129999999999939e+01
2.182999999999999829e+01,1.160589999999999833e+01
2.183999999999999986e+01,1.160589999999999833e+01
2.185000000000000142e+01,1.228859999999999886e+01
2.185999999999999943e+01,1.297129999999999939e+01
2.187000000000000099e+01,1.228859999999999886e+01
2.187999999999999901e+01,1.228859999999999886e+01
2.189000000000000057e+01,1.160589999999999833e+01
2.189999999999999858e+01,1.228859999999999886e+01
2.191000000000000014e+01,1.228859999999999886e+01
2.192000000000000171e+01,1.228859999999999886e+01
2.192999999999999972e+01,1.228859999999999886e+01
2.193999999999999773e+01,1.228859999999999886e+01
2.195000000000000284e+01,1.297129999999999939e+01
2.196000000000000085e+01,1.297129999999999939e+01
2.196999999999999886e+01,1.160589999999999833e+01
2.198000000000000043e+01,1.160589999999999833e+01
2.199000000000000199e+01,1.297129999999999939e+01
2.200000000000000000e+01,1.297129999999999939e+01
2.201000000000000156e+01,1.228859999999999886e+01
2.201999999999999957e+01,1.228859999999999886e+01
2.203000000000000114e+01,1.228859999999999886e+01
2.203999999999999915e+01,1.228859999999999886e+01
2.205000000000000071e+01,1.228859999999999886e+01
2.205999999999999872e+01,1.160589999999999833e+01
2.207000000000000028e+01,1.297129999999999939e+01
2.207999999999999829e+01,1.297129999999999939e+01
2.208999999999999986e+01,1.228859999999999886e+01
2.210000000000000142e+01,1.228859999999999886e+01
2.210999999999999943e+01,1.160589999999999833e+01
2.211999999999999744e+01,1.160589999999999833e+01
2.213000000000000256e+01,1.228859999999999886e+01
2.214000000000000057e+01,1.228859999999999886e+01
2.214999999999999858e+01,1.228859999999999886e+01
2.216000000000000014e+01,1.228859999999999886e+01
2.217000000000000171e+01,1.297129999999999939e+01
2.217999999999999972e+01,1.297129999999999939e+01
2.219000000000000128e+01,1.228859999999999886e+01
2.219999999999999929e+01,1.228859999999999886e+01
2.221000000000000085e+01,1.092319999999999958e+01
2.221999999999999886e+01,1.160589999999999833e+01
2.223000000000000043e+01,1.297129999999999939e+01
2.224000000000000199e+01,1.297129999999999939e+01
2.225000000000000000e+01,1.297129999999999939e+01
2.225999999999999801e+01,1.297129999999999939e+01
2.226999999999999957e+01,1.092319999999999958e+01
2.228000000000000114e+01,1.092319999999999958e+01
2.228999999999999915e+01,1.228859999999999886e+01
2.230000000000000071e+01,1.228859999999999886e+01
2.231000000000000227e+01,1.297129999999999939e+01
2.232000000000000028e+01,1.297129999999999939e+01
2.233000000000000185e+01,1.228859999999999886e+01
2.233999999999999986e+01,1.160589999999999833e+01
2.235000000000000142e+01,1.228859999999999886e+01
2.235999999999999943e+01,1.228859999999999886e+01
2.237000000000000099e+01,1.228859999999999886e+01
2.237999999999999901e+01,1.228859999999999886e+01
2.239000000000000057e+01,1.228859999999999886e+01
2.239999999999999858e+01,1.228859999999999886e+01
2.241000000000000014e+01,1.160589999999999833e+01
2.242000000000000171e+01,1.160589999999999833e+01
2.242999999999999972e+01,1.228859999999999886e+01
2.243999999999999773e+01,1.228859999999999886e+01
2.244999999999999929e+01,1.228859999999999886e+01
2.246000000000000085e+01,1.228859999999999886e+01
2.246999999999999886e+01,1.228859999999999886e+01
2.248000000000000043e+01,1.228859999999999886e+01
2.249000000000000199e+01,1.228859999999999886e+01
