sample_delay_us,ch1_mV
1.297000000000000064e+01,8.670289999999999964e+01
1.298000000000000043e+01,8.670289999999999964e+01
1.299000000000000021e+01,8.670289999999999964e+01
1.300000000000000000e+01,8.670289999999999964e+01
1.300999999999999979e+01,8.670289999999999964e+01
1.301999999999999957e+01,8.670289999999999964e+01
1.302999999999999936e+01,8.670289999999999964e+01
1.303999999999999915e+01,8.670289999999999964e+01
1.305000000000000071e+01,8.670289999999999964e+01
1.306000000000000050e+01,8.670289999999999964e+01
1.307000000000000028e+01,8.533749999999999147e+01
1.308000000000000007e+01,8.533749999999999147e+01
1.308999999999999986e+01,8.465479999999999450e+01
1.309999999999999964e+01,8.465479999999999450e+01
1.310999999999999943e+01,8.192399999999999238e+01
1.312000000000000099e+01,8.192399999999999238e+01
1.312999999999999901e+01,7.987590000000000146e+01
1.314000000000000057e+01,7.987590000000000146e+01
1.315000000000000036e+01,7.782779999999998211e+01
1.316000000000000014e+01,7.714509999999999934e+01
1.316999999999999993e+01,7.441429999999998302e+01
1.317999999999999972e+01,7.441429999999998302e+01
1.318999999999999950e+01,7.441429999999998302e+01
1.319999999999999929e+01,7.441429999999998302e+01
1.321000000000000085e+01,7.031810000000000116e+01
1.321999999999999886e+01,7.031810000000000116e+01
1.323000000000000043e+01,6.826999999999999602e+01
1.324000000000000021e+01,6.826999999999999602e+01
1.325000000000000000e+01,6.690459999999998786e+01
1.325999999999999979e+01,6.690459999999998786e+01
1.326999999999999957e+01,6.485649999999999693e+01
1.328000000000000114e+01,6.485649999999999693e+01
1.328999999999999915e+01,6.280839999999999890e+01
1.330000000000000071e+01,6.280839999999999890e+01
1.330999999999999872e+01,6.007759999999999678e+01
1.332000000000000028e+01,5.939489999999999270e+01
1.333000000000000007e+01,5.871219999999999573e+01
1.333999999999999986e+01,5.871219999999999573e+01
1.334999999999999964e+01,5.734679999999999467e+01
1.335999999999999943e+01,5.734679999999999467e+01
1.337000000000000099e+01,5.529869999999999663e+01
1.337999999999999901e+01,5.461599999999999966e+01
1.339000000000000057e+01,5.325059999999999860e+01
1.340000000000000036e+01,5.256789999999999452e+01
1.341000000000000014e+01,5.120250000000000057e+01
1.341999999999999993e+01,5.120250000000000057e+01
1.342999999999999972e+01,4.983709999999999241e+01
1.343999999999999950e+01,4.983709999999999241e+01
1.344999999999999929e+01,4.778900000000000148e+01
1.346000000000000085e+01,4.778900000000000148e+01
1.346999999999999886e+01,4.574089999999999634e+01
1.348000000000000043e+01,4.574089999999999634e+01
1.349000000000000021e+01,4.437549999999999528e+01
1.350000000000000000e+01,4.437549999999999528e+01
1.350999999999999979e+01,4.301009999999999422e+01
1.351999999999999957e+01,4.301009999999999422e+01
1.353000000000000114e+01,4.164470000000000027e+01
1.353999999999999915e+01,4.164470000000000027e+01
1.355000000000000071e+01,3.959659999999999513e+01
1.356000000000000050e+01,3.959659999999999513e+01
1.357000000000000028e+01,3.754849999999999710e+01
1.358000000000000007e+01,3.754849999999999710e+01
1.358999999999999986e+01,3.686580000000000013e+01
1.359999999999999964e+01,3.686580000000000013e+01
1.360999999999999943e+01,3.550039999999999196e+01
1.362000000000000099e+01,3.550039999999999196e+01
1.362999999999999901e+01,3.276959999999999695e+01
1.364000000000000057e+01,3.276959999999999695e+01
1.365000000000000036e+01,3.345229999999999393e+01
1.366000000000000014e+01,3.276959999999999695e+01
1.366999999999999993e+01,3.072149999999999892e+01
1.367999999999999972e+01,3.072149999999999892e+01
1.368999999999999950e+01,3.003879999999999839e+01
1.369999999999999929e+01,3.003879999999999839e+01
1.371000000000000085e+01,2.799069999999999681e+01
1.372000000000000064e+01,2.730799999999999983e+01
1.373000000000000043e+01,2.594259999999999877e+01
1.374000000000000021e+01,2.662529999999999930e+01
1.375000000000000000e+01,2.594259999999999877e+01
1.375999999999999979e+01,2.594259999999999877e+01
1.376999999999999957e+01,2.457719999999999771e+01
1.377999999999999936e+01,2.389450000000000074e+01
1.378999999999999915e+01,2.321179999999999666e+01
1.380000000000000071e+01,2.321179999999999666e+01
1.381000000000000050e+01,2.116369999999999862e+01
1.382000000000000028e+01,2.116369999999999862e+01
1.383000000000000007e+01,2.116369999999999862e+01
1.383999999999999986e+01,2.116369999999999862e+01
1.384999999999999964e+01,1.911560000000000059e+01
1.385999999999999943e+01,1.911560000000000059e+01
1.386999999999999922e+01,1.911560000000000059e+01
1.388000000000000078e+01,1.911560000000000059e+01
1.389000000000000057e+01,1.706749999999999901e+01
1.390000000000000036e+01,1.706749999999999901e+01
1.391000000000000014e+01,1.570209999999999972e+01
1.391999999999999993e+01,1.570209999999999972e+01
1.392999999999999972e+01,1.570209999999999972e+01
1.393999999999999950e+01,1.570209999999999972e+01
1.394999999999999929e+01,1.433669999999999867e+01
1.396000000000000085e+01,1.433669999999999867e+01
1.397000000000000064e+01,1.297129999999999939e+01
1.398000000000000043e+01,1.297129999999999939e+01
1.399000000000000021e+01,1.092319999999999958e+01
1.400000000000000000e+01,1.092319999999999958e+01
1.400999999999999979e+01,1.160589999999999833e+01
1.401999999999999957e+01,1.160589999999999833e+01
1.402999999999999936e+01,1.092319999999999958e+01
1.403999999999999915e+01,1.024049999999999905e+01
1.405000000000000071e+01,8.875099999999997991e+00
1.406000000000000050e+01,8.875099999999997991e+00
1.407000000000000028e+01,8.192399999999999238e+00
1.408000000000000007e+01,8.192399999999999238e+00
1.408999999999999986e+01,6.826999999999999957e+00
1.409999999999999964e+01,6.826999999999999957e+00
1.410999999999999943e+01,7.509699999999999598e+00
1.411999999999999922e+01,7.509699999999999598e+00
1.412999999999999901e+01,5.461599999999999788e+00
1.414000000000000057e+01,5.461599999999999788e+00
1.415000000000000036e+01,4.778900000000000148e+00
1.416000000000000014e+01,4.778900000000000148e+00
1.416999999999999993e+01,4.096199999999999619e+00
1.417999999999999972e+01,4.096199999999999619e+00
1.418999999999999950e+01,2.730799999999999894e+00
1.419999999999999929e+01,2.730799999999999894e+00
1.421000000000000085e+01,2.730799999999999894e+00
1.422000000000000064e+01,2.730799999999999894e+00
1.423000000000000043e+01,2.730799999999999894e+00
1.424000000000000021e+01,2.048099999999999810e+00
1.425000000000000000e+01,1.365399999999999947e+00
1.425999999999999979e+01,1.365399999999999947e+00
1.426999999999999957e+01,6.826999999999999735e-01
1.427999999999999936e+01,6.826999999999999735e-01
1.428999999999999915e+01,-6.826999999999999735e-01
1.430000000000000071e+01,-6.826999999999999735e-01
1.431000000000000050e+01,-1.365399999999999947e+00
1.432000000000000028e+01,-1.365399999999999947e+00
1.433000000000000007e+01,-6.826999999999999735e-01
1.433999999999999986e+01,-6.826999999999999735e-01
1.434999999999999964e+01,-2.048099999999999810e+00
1.435999999999999943e+01,-2.048099999999999810e+00
1.437000000000000099e+01,-2.730799999999999894e+00
1.437999999999999901e+01,-2.730799999999999894e+00
1.439000000000000057e+01,-3.413499999999999979e+00
1.440000000000000036e+01,-3.413499999999999979e+00
1.441000000000000014e+01,-3.413499999999999979e+00
1.441999999999999993e+01,-4.096199999999999619e+00
1.442999999999999972e+01,-3.413499999999999979e+00
1.443999999999999950e+01,-3.413499999999999979e+00
1.444999999999999929e+01,-4.778900000000000148e+00
1.445999999999999908e+01,-4.778900000000000148e+00
1.447000000000000064e+01,-4.096199999999999619e+00
1.448000000000000043e+01,-4.096199999999999619e+00
1.449000000000000021e+01,-6.144299999999999429e+00
1.450000000000000000e+01,-6.826999999999999957e+00
1.450999999999999979e+01,-5.461599999999999788e+00
1.451999999999999957e+01,-4.778900000000000148e+00
1.452999999999999936e+01,-6.826999999999999957e+00
1.453999999999999915e+01,-6.826999999999999957e+00
1.455000000000000071e+01,-5.461599999999999788e+00
1.456000000000000050e+01,-5.461599999999999788e+00
1.457000000000000028e+01,-7.509699999999999598e+00
1.458000000000000007e+01,-8.192399999999999238e+00
1.458999999999999986e+01,-7.509699999999999598e+00
1.459999999999999964e+01,-7.509699999999999598e+00
1.460999999999999943e+01,-8.192399999999999238e+00
1.461999999999999922e+01,-8.192399999999999238e+00
1.462999999999999901e+01,-8.192399999999999238e+00
1.464000000000000057e+01,-8.192399999999999238e+00
1.465000000000000036e+01,-8.875099999999997991e+00
1.466000000000000014e+01,-8.875099999999997991e+00
1.466999999999999993e+01,-9.557800000000000296e+00
1.467999999999999972e+01,-1.024049999999999905e+01
1.468999999999999950e+01,-8.875099999999997991e+00
1.469999999999999929e+01,-8.192399999999999238e+00
1.471000000000000085e+01,-9.557800000000000296e+00
1.472000000000000064e+01,-9.557800000000000296e+00
1.473000000000000043e+01,-1.024049999999999905e+01
1.474000000000000021e+01,-1.024049999999999905e+01
1.475000000000000000e+01,-1.092319999999999958e+01
1.475999999999999979e+01,-1.092319999999999958e+01
1.476999999999999957e+01,-1.160589999999999833e+01
1.477999999999999936e+01,-1.092319999999999958e+01
1.478999999999999915e+01,-9.557800000000000296e+00
1.480000000000000071e+01,-1.024049999999999905e+01
1.481000000000000050e+01,-1.160589999999999833e+01
1.482000000000000028e+01,-1.160589999999999833e+01
1.483000000000000007e+01,-1.160589999999999833e+01
1.483999999999999986e+01,-1.160589999999999833e+01
1.484999999999999964e+01,-1.160589999999999833e+01
1.485999999999999943e+01,-1.160589999999999833e+01
1.487000000000000099e+01,-1.160589999999999833e+01
1.488000000000000078e+01,-1.160589999999999833e+01
1.489000000000000057e+01,-1.160589999999999833e+01
1.490000000000000036e+01,-1.160589999999999833e+01
1.491000000000000014e+01,-1.228859999999999886e+01
1.491999999999999993e+01,-1.228859999999999886e+01
1.492999999999999972e+01,-1.228859999999999886e+01
1.493999999999999950e+01,-1.228859999999999886e+01
1.494999999999999929e+01,-1.297129999999999939e+01
1.496000000000000085e+01,-1.297129999999999939e+01
1.497000000000000064e+01,-1.228859999999999886e+01
1.498000000000000043e+01,-1.228859999999999886e+01
1.499000000000000021e+01,-1.297129999999999939e+01
1.500000000000000000e+01,-1.297129999999999939e+01
1.500999999999999979e+01,-1.365399999999999991e+01
1.501999999999999957e+01,-1.365399999999999991e+01
1.502999999999999936e+01,-1.228859999999999886e+01
1.504000000000000092e+01,-1.228859999999999886e+01
1.505000000000000071e+01,-1.365399999999999991e+01
1.506000000000000050e+01,-1.433669999999999867e+01
1.507000000000000028e+01,-1.365399999999999991e+01
1.508000000000000007e+01,-1.365399999999999991e+01
1.508999999999999986e+01,-1.297129999999999939e+01
1.509999999999999964e+01,-1.297129999999999939e+01
1.510999999999999943e+01,-1.433669999999999867e+01
1.511999999999999922e+01,-1.365399999999999991e+01
1.513000000000000078e+01,-1.297129999999999939e+01
1.514000000000000057e+01,-1.297129999999999939e+01
1.515000000000000036e+01,-1.433669999999999867e+01
1.516000000000000014e+01,-1.501939999999999920e+01
1.516999999999999993e+01,-1.365399999999999991e+01
1.517999999999999972e+01,-1.297129999999999939e+01
1.518999999999999950e+01,-1.365399999999999991e+01
1.519999999999999929e+01,-1.433669999999999867e+01
1.520999999999999908e+01,-1.365399999999999991e+01
1.522000000000000064e+01,-1.365399999999999991e+01
1.523000000000000043e+01,-1.297129999999999939e+01
1.524000000000000021e+01,-1.365399999999999991e+01
1.525000000000000000e+01,-1.501939999999999920e+01
1.525999999999999979e+01,-1.433669999999999867e+01
1.526999999999999957e+01,-1.365399999999999991e+01
1.527999999999999936e+01,-1.297129999999999939e+01
1.528999999999999915e+01,-1.433669999999999867e+01
1.529999999999999893e+01,-1.433669999999999867e+01
1.531000000000000050e+01,-1.501939999999999920e+01
1.532000000000000028e+01,-1.501939999999999920e+01
1.533000000000000007e+01,-1.365399999999999991e+01
1.533999999999999986e+01,-1.365399999999999991e+01
1.534999999999999964e+01,-1.433669999999999867e+01
1.535999999999999943e+01,-1.433669999999999867e+01
1.536999999999999922e+01,-1.365399999999999991e+01
1.537999999999999901e+01,-1.365399999999999991e+01
1.539000000000000057e+01,-1.433669999999999867e+01
1.540000000000000036e+01,-1.433669999999999867e+01
1.541000000000000014e+01,-1.501939999999999920e+01
1.541999999999999993e+01,-1.433669999999999867e+01
1.542999999999999972e+01,-1.433669999999999867e+01
1.543999999999999950e+01,-1.433669999999999867e+01
1.544999999999999929e+01,-1.365399999999999991e+01
1.545999999999999908e+01,-1.365399999999999991e+01
1.547000000000000064e+01,-1.433669999999999867e+01
1.548000000000000043e+01,-1.433669999999999867e+01
1.549000000000000021e+01,-2.457719999999999771e+01
1.550000000000000000e+01,-3.140419999999999945e+01
1.550999999999999979e+01,-7.509699999999999598e+00
1.551999999999999957e+01,1.160589999999999833e+01
1.552999999999999936e+01,-7.509699999999999598e+00
1.554000000000000092e+01,-1.024049999999999905e+01
1.555000000000000071e+01,-2.730799999999999983e+01
1.556000000000000050e+01,-2.048099999999999810e+01
1.557000000000000028e+01,-6.144299999999999429e+00
1.558000000000000007e+01,-7.509699999999999598e+00
1.558999999999999986e+01,-1.979829999999999757e+01
1.559999999999999964e+01,-1.979829999999999757e+01
1.560999999999999943e+01,-1.024049999999999905e+01
1.562000000000000099e+01,-8.192399999999999238e+00
1.563000000000000078e+01,-1.297129999999999939e+01
1.564000000000000057e+01,-1.297129999999999939e+01
1.565000000000000036e+01,-1.706749999999999901e+01
1.566000000000000014e+01,-1.638479999999999848e+01
1.566999999999999993e+01,-1.092319999999999958e+01
1.567999999999999972e+01,-1.092319999999999958e+01
1.568999999999999950e+01,-1.501939999999999920e+01
1.569999999999999929e+01,-1.501939999999999920e+01
1.571000000000000085e+01,-1.160589999999999833e+01
1.572000000000000064e+01,-1.160589999999999833e+01
1.573000000000000043e+01,-1.501939999999999920e+01
1.574000000000000021e+01,-1.570209999999999972e+01
1.575000000000000000e+01,-1.297129999999999939e+01
1.575999999999999979e+01,-1.228859999999999886e+01
1.576999999999999957e+01,-1.092319999999999958e+01
1.577999999999999936e+01,-1.228859999999999886e+01
1.579000000000000092e+01,-1.501939999999999920e+01
1.580000000000000071e+01,-1.433669999999999867e+01
1.581000000000000050e+01,-1.297129999999999939e+01
1.582000000000000028e+01,-1.228859999999999886e+01
1.583000000000000007e+01,-1.297129999999999939e+01
1.583999999999999986e+01,-1.297129999999999939e+01
1.584999999999999964e+01,-1.228859999999999886e+01
1.585999999999999943e+01,-1.228859999999999886e+01
1.586999999999999922e+01,-1.297129999999999939e+01
1.588000000000000078e+01,-1.365399999999999991e+01
1.589000000000000057e+01,-1.433669999999999867e+01
1.590000000000000036e+01,-1.365399999999999991e+01
1.591000000000000014e+01,-1.160589999999999833e+01
1.591999999999999993e+01,-1.228859999999999886e+01
1.592999999999999972e+01,-1.297129999999999939e+01
1.593999999999999950e+01,-1.297129999999999939e+01
1.594999999999999929e+01,-1.228859999999999886e+01
1.595999999999999908e+01,-1.228859999999999886e+01
1.597000000000000064e+01,-1.297129999999999939e+01
1.598000000000000043e+01,-1.228859999999999886e+01
1.599000000000000021e+01,-1.228859999999999886e+01
1.600000000000000000e+01,-1.228859999999999886e+01
1.601000000000000156e+01,-1.228859999999999886e+01
1.601999999999999957e+01,-1.228859999999999886e+01
1.603000000000000114e+01,-1.228859999999999886e+01
1.603999999999999915e+01,-1.228859999999999886e+01
1.605000000000000071e+01,-1.160589999999999833e+01
1.605999999999999872e+01,-1.160589999999999833e+01
1.607000000000000028e+01,-1.228859999999999886e+01
1.607999999999999829e+01,-1.160589999999999833e+01
1.608999999999999986e+01,-1.228859999999999886e+01
1.610000000000000142e+01,-1.228859999999999886e+01
1.610999999999999943e+01,-1.160589999999999833e+01
1.612000000000000099e+01,-1.228859999999999886e+01
1.612999999999999901e+01,-1.092319999999999958e+01
1.614000000000000057e+01,-1.092319999999999958e+01
1.614999999999999858e+01,-1.160589999999999833e+01
1.616000000000000014e+01,-1.160589999999999833e+01
1.617000000000000171e+01,-1.092319999999999958e+01
1.617999999999999972e+01,-1.092319999999999958e+01
1.619000000000000128e+01,-1.092319999999999958e+01
1.619999999999999929e+01,-1.092319999999999958e+01
1.621000000000000085e+01,-1.092319999999999958e+01
1.621999999999999886e+01,-1.092319999999999958e+01
1.623000000000000043e+01,-1.092319999999999958e+01
1.623999999999999844e+01,-1.092319999999999958e+01
1.625000000000000000e+01,-1.024049999999999905e+01
1.626000000000000156e+01,-1.024049999999999905e+01
1.626999999999999957e+01,-1.092319999999999958e+01
1.628000000000000114e+01,-1.092319999999999958e+01
1.628999999999999915e+01,-1.024049999999999905e+01
1.630000000000000071e+01,-1.092319999999999958e+01
1.630999999999999872e+01,-1.024049999999999905e+01
1.632000000000000028e+01,-1.024049999999999905e+01
1.632999999999999829e+01,-1.024049999999999905e+01
1.633999999999999986e+01,-1.024049999999999905e+01
1.635000000000000142e+01,-1.160589999999999833e+01
1.635999999999999943e+01,-1.160589999999999833e+01
1.637000000000000099e+01,-1.024049999999999905e+01
1.637999999999999901e+01,-1.024049999999999905e+01
1.639000000000000057e+01,-1.024049999999999905e+01
1.639999999999999858e+01,-1.024049999999999905e+01
1.641000000000000014e+01,-1.024049999999999905e+01
1.641999999999999815e+01,-9.557800000000000296e+00
1.642999999999999972e+01,-1.024049999999999905e+01
1.644000000000000128e+01,-1.024049999999999905e+01
1.644999999999999929e+01,-9.557800000000000296e+00
1.646000000000000085e+01,-9.557800000000000296e+00
1.646999999999999886e+01,-9.557800000000000296e+00
1.648000000000000043e+01,-9.557800000000000296e+00
1.648999999999999844e+01,-9.557800000000000296e+00
1.650000000000000000e+01,-9.557800000000000296e+00
1.650999999999999801e+01,-8.875099999999997991e+00
1.651999999999999957e+01,-8.875099999999997991e+00
1.653000000000000114e+01,-1.024049999999999905e+01
1.653999999999999915e+01,-1.024049999999999905e+01
1.655000000000000071e+01,-8.875099999999997991e+00
1.655999999999999872e+01,-8.875099999999997991e+00
1.657000000000000028e+01,-8.875099999999997991e+00
1.657999999999999829e+01,-8.875099999999997991e+00
1.658999999999999986e+01,-8.875099999999997991e+00
1.660000000000000142e+01,-8.875099999999997991e+00
1.660999999999999943e+01,-8.875099999999997991e+00
1.662000000000000099e+01,-8.875099999999997991e+00
1.662999999999999901e+01,-8.875099999999997991e+00
1.664000000000000057e+01,-8.875099999999997991e+00
1.664999999999999858e+01,-8.192399999999999238e+00
1.666000000000000014e+01,-8.192399999999999238e+00
1.666999999999999815e+01,-8.192399999999999238e+00
1.667999999999999972e+01,-8.192399999999999238e+00
1.669000000000000128e+01,-8.192399999999999238e+00
1.669999999999999929e+01,-8.192399999999999238e+00
1.671000000000000085e+01,-8.192399999999999238e+00
1.671999999999999886e+01,-8.192399999999999238e+00
1.673000000000000043e+01,-7.509699999999999598e+00
1.673999999999999844e+01,-7.509699999999999598e+00
1.675000000000000000e+01,-7.509699999999999598e+00
1.675999999999999801e+01,-7.509699999999999598e+00
1.676999999999999957e+01,-7.509699999999999598e+00
1.678000000000000114e+01,-7.509699999999999598e+00
1.678999999999999915e+01,-7.509699999999999598e+00
1.680000000000000071e+01,-7.509699999999999598e+00
1.680999999999999872e+01,-6.826999999999999957e+00
1.682000000000000028e+01,-6.826999999999999957e+00
1.682999999999999829e+01,-6.826999999999999957e+00
1.683999999999999986e+01,-6.826999999999999957e+00
1.685000000000000142e+01,-7.509699999999999598e+00
1.685999999999999943e+01,-7.509699999999999598e+00
1.687000000000000099e+01,-6.144299999999999429e+00
1.687999999999999901e+01,-6.144299999999999429e+00
1.689000000000000057e+01,-7.509699999999999598e+00
1.689999999999999858e+01,-7.509699999999999598e+00
1.691000000000000014e+01,-6.826999999999999957e+00
1.692000000000000171e+01,-6.826999999999999957e+00
1.692999999999999972e+01,-6.144299999999999429e+00
1.694000000000000128e+01,-6.826999999999999957e+00
1.694999999999999929e+01,-6.144299999999999429e+00
1.696000000000000085e+01,-6.144299999999999429e+00
1.696999999999999886e+01,-6.144299999999999429e+00
1.698000000000000043e+01,-6.144299999999999429e+00
1.699000000000000199e+01,-6.144299999999999429e+00
1.700000000000000000e+01,-6.144299999999999429e+00
1.701000000000000156e+01,-6.826999999999999957e+00
1.701999999999999957e+01,-6.144299999999999429e+00
1.703000000000000114e+01,-6.144299999999999429e+00
1.703999999999999915e+01,-6.144299999999999429e+00
1.705000000000000071e+01,-6.826999999999999957e+00
1.705999999999999872e+01,-6.144299999999999429e+00
1.707000000000000028e+01,-5.461599999999999788e+00
1.707999999999999829e+01,-5.461599999999999788e+00
1.708999999999999986e+01,-4.778900000000000148e+00
1.710000000000000142e+01,-4.778900000000000148e+00
1.710999999999999943e+01,-4.778900000000000148e+00
1.712000000000000099e+01,-4.778900000000000148e+00
1.712999999999999901e+01,-5.461599999999999788e+00
1.714000000000000057e+01,-5.461599999999999788e+00
1.714999999999999858e+01,-4.096199999999999619e+00
1.716000000000000014e+01,-4.096199999999999619e+00
1.717000000000000171e+01,-5.461599999999999788e+00
1.717999999999999972e+01,-5.461599999999999788e+00
1.719000000000000128e+01,-5.461599999999999788e+00
1.719999999999999929e+01,-5.461599999999999788e+00
1.721000000000000085e+01,-4.096199999999999619e+00
1.721999999999999886e+01,-4.096199999999999619e+00
1.723000000000000043e+01,-4.096199999999999619e+00
1.724000000000000199e+01,-4.096199999999999619e+00
1.725000000000000000e+01,-4.778900000000000148e+00
1.726000000000000156e+01,-4.778900000000000148e+00
1.726999999999999957e+01,-4.778900000000000148e+00
1.728000000000000114e+01,-4.778900000000000148e+00
1.728999999999999915e+01,-4.096199999999999619e+00
1.730000000000000071e+01,-4.096199999999999619e+00
1.730999999999999872e+01,-3.413499999999999979e+00
1.732000000000000028e+01,-3.413499999999999979e+00
1.733000000000000185e+01,-3.413499999999999979e+00
1.733999999999999986e+01,-3.413499999999999979e+00
1.735000000000000142e+01,-4.096199999999999619e+00
1.735999999999999943e+01,-4.096199999999999619e+00
1.737000000000000099e+01,-3.413499999999999979e+00
1.737999999999999901e+01,-3.413499999999999979e+00
1.739000000000000057e+01,-2.730799999999999894e+00
1.739999999999999858e+01,-2.730799999999999894e+00
1.741000000000000014e+01,-3.413499999999999979e+00
1.742000000000000171e+01,-3.413499999999999979e+00
1.742999999999999972e+01,-3.413499999999999979e+00
1.744000000000000128e+01,-3.413499999999999979e+00
1.744999999999999929e+01,-2.048099999999999810e+00
1.746000000000000085e+01,-2.048099999999999810e+00
1.746999999999999886e+01,-2.048099999999999810e+00
1.748000000000000043e+01,-2.048099999999999810e+00
1.749000000000000199e+01,-2.730799999999999894e+00
1.750000000000000000e+01,-2.730799999999999894e+00
1.751000000000000156e+01,-2.730799999999999894e+00
1.751999999999999957e+01,-2.730799999999999894e+00
1.753000000000000114e+01,-1.365399999999999947e+00
1.753999999999999915e+01,-1.365399999999999947e+00
1.755000000000000071e+01,-1.365399999999999947e+00
1.755999999999999872e+01,-2.048099999999999810e+00
1.757000000000000028e+01,-2.048099999999999810e+00
1.758000000000000185e+01,-2.048099999999999810e+00
1.758999999999999986e+01,-1.365399999999999947e+00
1.760000000000000142e+01,-1.365399999999999947e+00
1.760999999999999943e+01,-1.365399999999999947e+00
1.762000000000000099e+01,-6.826999999999999735e-01
1.762999999999999901e+01,-1.365399999999999947e+00
1.764000000000000057e+01,-1.365399999999999947e+00
1.764999999999999858e+01,-6.826999999999999735e-01
1.766000000000000014e+01,-6.826999999999999735e-01
1.767000000000000171e+01,-1.365399999999999947e+00
1.767999999999999972e+01,-6.826999999999999735e-01
1.769000000000000128e+01,-1.365399999999999947e+00
1.769999999999999929e+01,-1.365399999999999947e+00
1.771000000000000085e+01,-6.826999999999999735e-01
1.771999999999999886e+01,-6.826999999999999735e-01
1.773000000000000043e+01,-1.365399999999999947e+00
1.773999999999999844e+01,-1.365399999999999947e+00
1.775000000000000000e+01,-1.365399999999999947e+00
1.776000000000000156e+01,-1.365399999999999947e+00
1.776999999999999957e+01,-6.826999999999999735e-01
1.778000000000000114e+01,-6.826999999999999735e-01
1.778999999999999915e+01,-1.365399999999999947e+00
1.780000000000000071e+01,-6.826999999999999735e-01
1.780999999999999872e+01,0.000000000000000000e+00
1.782000000000000028e+01,-6.826999999999999735e-01
1.782999999999999829e+01,0.000000000000000000e+00
1.783999999999999986e+01,0.000000000000000000e+00
1.785000000000000142e+01,6.826999999999999735e-01
1.785999999999999943e+01,6.826999999999999735e-01
1.787000000000000099e+01,0.000000000000000000e+00
1.787999999999999901e+01,0.000000000000000000e+00
1.789000000000000057e+01,-6.826999999999999735e-01
1.789999999999999858e+01,0.000000000000000000e+00
1.791000000000000014e+01,6.826999999999999735e-01
1.791999999999999815e+01,6.826999999999999735e-01
1.792999999999999972e+01,1.365399999999999947e+00
1.794000000000000128e+01,1.365399999999999947e+00
1.794999999999999929e+01,1.365399999999999947e+00
1.796000000000000085e+01,1.365399999999999947e+00
1.796999999999999886e+01,6.826999999999999735e-01
1.798000000000000043e+01,6.826999999999999735e-01
1.798999999999999844e+01,1.365399999999999947e+00
1.800000000000000000e+01,1.365399999999999947e+00
1.800999999999999801e+01,1.365399999999999947e+00
1.801999999999999957e+01,1.365399999999999947e+00
1.803000000000000114e+01,1.365399999999999947e+00
1.803999999999999915e+01,1.365399999999999947e+00
1.805000000000000071e+01,6.826999999999999735e-01
1.805999999999999872e+01,6.826999999999999735e-01
1.807000000000000028e+01,1.365399999999999947e+00
1.807999999999999829e+01,1.365399999999999947e+00
1.808999999999999986e+01,2.730799999999999894e+00
1.810000000000000142e+01,2.730799999999999894e+00
1.810999999999999943e+01,1.365399999999999947e+00
1.812000000000000099e+01,1.365399999999999947e+00
1.812999999999999901e+01,1.365399999999999947e+00
1.814000000000000057e+01,1.365399999999999947e+00
1.814999999999999858e+01,2.048099999999999810e+00
1.816000000000000014e+01,2.048099999999999810e+00
