Band,Threshold,Delay (us),Latest (mV),Mean (mV),Std (mV)
20µs/10.0kHz,d0,7.62,4,373.6,4,373.7,0.1
20µs/10.0kHz,d1,8.03,3,850.4,3,852.2,0.6
20µs/10.0kHz,d2,8.40,3,317.3,3,317.4,0.1
20µs/10.0kHz,d3,8.75,2,821.6,2,821.7,0.2
20µs/10.0kHz,d4,9.11,2,332.0,2,332.2,0.2
20µs/10.0kHz,d5,9.50,1,856.1,1,856.1,0.2
20µs/10.0kHz,d6,9.96,1,389.6,1,389.6,0.2
20µs/10.0kHz,d7,10.55,924.4,924.6,0.1
20µs/10.0kHz,d8,11.46,456.9,457.0,0.1
